N,M,id,E,Time[s]
128,1037,104,0,0.0878849
128,1037,105,0,0.0366467
128,1037,106,0,0.0352625
128,1037,107,0,0.0278176
128,1037,108,0,0.0387557
128,1037,109,0,0.0230057
128,1037,110,0,0.0506178
128,1037,111,0,0.0424709
128,1037,112,0,0.0388696
128,1037,113,0,0.0231115
128,1037,114,0,0.0231715
128,1037,115,0,0.0462507
128,1037,116,0,0.0364292
128,1037,117,0,0.0240158
128,1037,118,0,0.066741
128,1037,119,0,0.0458555
128,1037,120,0,0.0215122
128,1037,121,0,0.0251925
128,1037,122,0,0.0266338
128,1037,123,0,0.0408218
128,1037,124,0,0.0328045
128,1037,125,0,0.0225204
128,1037,126,0,0.0393944
128,1037,127,0,0.0242936
128,1037,128,0,0.0661308
128,1037,129,0,0.022914
128,1037,130,0,0.0219027
128,1037,131,0,0.0502212
128,1037,132,0,0.0376357
128,1037,133,0,0.0492403
128,1037,134,0,0.0374069
128,1037,135,0,0.0241289
128,1037,136,0,0.0251476
128,1037,137,0,0.0510637
128,1037,138,0,0.0604833
128,1037,139,0,0.0245432
128,1037,140,0,0.0249598
128,1037,141,0,0.0228871
128,1037,142,0,0.0237243
128,1037,143,0,0.0595435
128,1037,144,0,0.0363983
128,1037,145,0,0.0505471
128,1037,146,0,0.0351375
128,1037,147,0,0.0484216
128,1037,148,0,0.0357924
128,1037,149,0,0.0486269
128,1037,150,0,0.0454861
128,1037,151,0,0.0358088
128,1037,152,0,0.0246999
128,1037,153,0,0.0233096
128,1037,154,0,0.0320725
128,1037,155,0,0.0438246
128,1037,156,0,0.0502231
128,1037,157,0,0.0246146
128,1037,158,0,0.0399215
128,1037,159,0,0.0216199
128,1037,160,0,0.0209489
128,1037,161,0,0.0580908
128,1037,162,0,0.0233562
128,1037,163,0,0.0230709
128,1037,164,0,0.0380905
128,1037,165,0,0.0634574
128,1037,166,0,0.0226896
128,1037,167,0,0.0228937
128,1037,168,0,0.0357674
128,1037,169,0,0.0543955
128,1037,170,0,0.0236375
128,1037,171,0,0.0266106
128,1037,172,0,0.0601417
128,1037,173,0,0.0341473
128,1037,174,0,0.0379472
128,1037,175,0,0.027171
128,1037,176,0,0.05163
128,1037,177,0,0.0356893
128,1037,178,0,0.023291
128,1037,179,0,0.0376781
128,1037,180,0,0.0246459
128,1037,181,0,0.0450336
128,1037,182,0,0.0243123
128,1037,183,0,0.0233439
128,1037,184,0,0.0223227
128,1037,185,0,0.0350387
128,1037,186,0,0.0246442
128,1037,187,0,0.050276
128,1037,188,0,0.0772777
128,1037,189,0,0.0486346
128,1037,190,0,0.0272971
128,1037,191,0,0.0354348
128,1037,192,0,0.0378789
128,1037,193,0,0.0392943
128,1037,194,0,0.042338
128,1037,195,0,0.0507182
128,1037,196,0,0.0248047
128,1037,197,0,0.0223015
128,1037,198,0,0.0499186
128,1037,199,0,0.0227296
128,1037,200,0,0.0377504
128,1050,1,0,0.0244684
128,1050,2,0,0.0373875
128,1050,3,0,0.0522645
128,1050,4,0,0.0512799
128,1050,5,0,0.0361041
128,1050,6,0,0.0342031
128,1050,7,0,0.0638512
128,1050,8,0,0.0522304
128,1050,9,0,0.0250938
128,1050,10,0,0.0370284
128,1050,11,0,0.0242544
128,1050,12,0,0.0366746
128,1050,13,0,0.0369643
128,1050,14,0,0.0292207
128,1050,15,0,0.0512734
128,1050,16,0,0.0391319
128,1050,17,0,0.0418638
128,1050,18,0,0.0518113
128,1050,19,0,0.0239819
128,1050,20,0,0.0431892
128,1050,21,0,0.02448
128,1050,22,0,0.0504108
128,1050,23,0,0.0472779
128,1050,24,0,0.0259546
128,1050,25,0,0.0386717
128,1050,26,0,0.0369183
128,1050,27,0,0.0642578
128,1050,28,0,0.0229362
128,1050,29,0,0.0243505
128,1050,30,0,0.0369301
128,1050,31,0,0.0539622
128,1050,32,0,0.0390141
128,1050,33,0,0.0378333
128,1050,34,0,0.0391206
128,1050,35,0,0.050978
128,1050,36,0,0.0245299
128,1050,37,0,0.0250651
128,1050,38,0,0.0412171
128,1050,39,0,0.0242418
128,1050,40,0,0.0437182
128,1050,41,0,0.0364023
128,1050,42,0,0.0475898
128,1050,43,0,0.0532984
128,1050,44,0,0.0488871
128,1050,45,0,0.0249935
128,1050,46,0,0.0363459
128,1050,47,0,0.0528619
128,1050,48,0,0.0225817
128,1050,49,0,0.0363613
128,1050,50,0,0.0363385
128,1050,51,0,0.0314739
128,1050,52,0,0.0255514
128,1050,53,0,0.0238076
128,1050,54,0,0.0247456
128,1050,55,0,0.0513336
128,1050,56,0,0.0595017
128,1050,57,0,0.0449339
128,1050,58,0,0.045582
128,1050,59,0,0.0239182
128,1050,60,0,0.02291
128,1050,61,0,0.0253894
128,1050,62,0,0.0272331
128,1050,63,0,0.0368252
128,1050,64,0,0.024627
128,1050,65,0,0.0251341
128,1050,66,0,0.0264732
128,1050,67,0,0.0393816
128,1050,68,0,0.0247599
128,1050,69,0,0.0874454
128,1050,70,0,0.04384
128,1050,71,0,0.0382466
128,1050,72,0,0.0384027
128,1050,73,0,0.0505365
128,1050,74,0,0.0507553
128,1050,75,0,0.0416521
128,1050,76,0,0.0287348
128,1050,77,0,0.0248376
128,1050,78,0,0.0401681
128,1050,79,0,0.0345202
128,1050,80,0,0.0272206
128,1050,81,0,0.0416365
128,1050,82,0,0.0366289
128,1050,83,0,0.0631473
128,1050,84,0,0.0643168
128,1050,85,0,0.0519816
128,1050,86,0,0.0336646
128,1050,87,0,0.0409143
128,1050,88,0,0.0343793
128,1050,89,0,0.0260945
128,1050,90,0,0.0257283
128,1050,91,0,0.0586439
128,1050,92,0,0.0395225
128,1050,93,0,0.0369553
128,1050,94,0,0.022621
128,1050,95,0,0.0260102
128,1050,96,0,0.0381875
128,1050,97,0,0.0261882
128,1050,98,0,0.0293878
128,1050,99,0,0.0504463
128,1050,100,0,0.0255648
128,1050,101,0,0.0419547
128,1050,102,0,0.0285651
128,1050,103,0,0.0235033
128,1050,104,0,0.0264902
128,1050,105,0,0.0386049
128,1050,106,0,0.039841
128,1050,107,0,0.0461865
128,1050,108,0,0.0504132
128,1050,109,0,0.0250747
128,1050,110,0,0.0434247
128,1050,111,0,0.0632374
128,1050,112,0,0.0366648
128,1050,113,0,0.0409242
128,1050,114,0,0.0240899
128,1050,115,0,0.0359059
128,1050,116,0,0.0556415
128,1050,117,0,0.0541916
128,1050,118,0,0.0378865
128,1050,119,0,0.0381932
128,1050,120,0,0.0236433
128,1050,121,0,0.0280587
128,1050,122,0,0.0222799
128,1050,123,0,0.064701
128,1050,124,0,0.0292282
128,1050,125,0,0.0274906
128,1050,126,0,0.0398486
128,1050,127,0,0.0247051
128,1050,128,0,0.0629587
128,1050,129,0,0.0227979
128,1050,130,0,0.036779
128,1050,131,0,0.0364937
128,1050,132,0,0.0853339
128,1050,133,0,0.0546507
128,1050,134,0,0.0680609
128,1050,135,0,0.0739288
128,1050,136,0,0.0243466
128,1050,137,0,0.0372798
128,1050,138,0,0.0244627
128,1050,139,0,0.0539211
128,1050,140,0,0.0405042
128,1050,141,0,0.0293268
128,1050,142,0,0.02365
128,1050,143,0,0.0405045
128,1050,144,0,0.0653372
128,1050,145,0,0.0242081
128,1050,146,0,0.0246809
128,1050,147,0,0.0275807
128,1050,148,0,0.0362905
128,1050,149,0,0.0441984
128,1050,150,0,0.0388216
128,1050,151,0,0.023232
128,1050,152,0,0.0372791
128,1050,153,0,0.0281813
128,1050,154,0,0.0352645
128,1050,155,0,0.0468203
128,1050,156,0,0.0241756
128,1050,157,0,0.0404143
128,1050,158,0,0.0386764
128,1050,159,0,0.0431061
128,1050,160,0,0.0729171
128,1050,161,0,0.0236357
128,1050,162,0,0.0274036
128,1050,163,0,0.037757
128,1050,164,0,0.0259783
128,1050,165,0,0.0485442
128,1050,166,0,0.0393974
128,1050,167,0,0.0338243
128,1050,168,0,0.0367881
128,1050,169,0,0.0347388
128,1050,170,0,0.0517427
128,1050,171,0,0.0364166
128,1050,172,0,0.0384148
128,1050,173,0,0.0392676
128,1050,174,60,0.0764644
128,1050,175,0,0.0410922
128,1050,176,0,0.0241778
128,1050,177,0,0.0466178
128,1050,178,0,0.0490718
128,1050,179,0,0.0366941
128,1050,180,0,0.051035
128,1050,181,0,0.0673139
128,1050,182,0,0.0613804
128,1050,183,0,0.0462222
128,1050,184,0,0.0237146
128,1050,185,0,0.0245581
128,1050,186,0,0.0227197
128,1050,187,0,0.0237418
128,1050,188,0,0.0770393
128,1050,189,0,0.0510345
128,1050,190,0,0.0545517
128,1050,191,0,0.0342355
128,1050,192,0,0.036945
128,1050,193,0,0.0403557
128,1050,194,0,0.0210561
128,1050,195,0,0.0385447
128,1050,196,0,0.0379934
128,1050,197,0,0.0537161
128,1050,198,0,0.0397644
128,1050,199,0,0.0254081
128,1050,200,0,0.0366294
128,1062,1,0,0.0264307
128,1062,2,0,0.0441427
128,1062,3,0,0.0359635
128,1062,4,0,0.0508645
128,1062,5,0,0.0553677
128,1062,6,0,0.0371152
128,1062,7,0,0.0522935
128,1062,8,0,0.0407664
128,1062,9,0,0.0361144
128,1062,10,0,0.0277227
128,1062,11,0,0.0272323
128,1062,12,0,0.0284201
128,1062,13,0,0.0254956
128,1062,14,0,0.0499556
128,1062,15,0,0.0639948
128,1062,16,0,0.0370513
128,1062,17,0,0.0283114
128,1062,18,0,0.0424118
128,1062,19,0,0.0296181
128,1062,20,0,0.0246874
128,1062,21,0,0.0666431
128,1062,22,0,0.0418706
128,1062,23,0,0.0234287
128,1062,24,0,0.0255293
128,1062,25,0,0.0820913
128,1062,26,0,0.0389497
128,1062,27,0,0.0246401
128,1062,28,0,0.0255417
128,1062,29,0,0.0286725
128,1062,30,0,0.0315621
128,1062,31,0,0.0248767
128,1062,32,0,0.0613646
128,1062,33,0,0.0330766
128,1062,34,0,0.0280063
128,1062,35,0,0.0302913
128,1062,36,0,0.0516915
128,1062,37,0,0.0528121
128,1062,38,0,0.0400066
128,1062,39,0,0.0423858
128,1062,40,0,0.0515005
128,1062,41,0,0.0274544
128,1062,42,0,0.0879889
128,1062,43,0,0.0692514
128,1062,44,0,0.0258748
128,1062,45,0,0.052516
128,1062,46,0,0.0643368
128,1062,47,0,0.0359308
128,1062,48,0,0.0528804
128,1062,49,0,0.0499306
128,1062,50,0,0.0522226
128,1062,51,0,0.0288318
128,1062,52,0,0.0354037
128,1062,53,0,0.0232417
128,1062,54,0,0.0512721
128,1062,55,0,0.0598927
128,1062,56,0,0.02718
128,1062,57,0,0.0281696
128,1062,58,0,0.0458745
128,1062,59,0,0.0429614
128,1062,60,0,0.0253181
128,1062,61,0,0.0362805
128,1062,62,0,0.0254688
128,1062,63,0,0.0248377
128,1062,64,0,0.0315759
128,1062,65,0,0.0266735
128,1062,66,0,0.0304551
128,1062,67,0,0.0530429
128,1062,68,0,0.0534617
128,1062,69,0,0.0231062
128,1062,70,0,0.0884778
128,1062,71,0,0.0395903
128,1062,72,0,0.0421204
128,1062,73,0,0.026196
128,1062,74,0,0.0277827
128,1062,75,0,0.0243432
128,1062,76,0,0.0301267
128,1062,77,0,0.0410797
128,1062,78,0,0.0561081
128,1062,79,0,0.0397491
128,1062,80,0,0.0400021
128,1062,81,0,0.0505389
128,1062,82,0,0.0350751
128,1062,83,0,0.037263
128,1062,84,0,0.0569138
128,1062,85,0,0.0762837
128,1062,86,0,0.0671566
128,1062,87,0,0.0410748
128,1062,88,0,0.0395185
128,1062,89,0,0.0268752
128,1062,90,0,0.0256269
128,1062,91,0,0.0618749
128,1062,92,0,0.0256674
128,1062,93,0,0.0450825
128,1062,94,0,0.0330011
128,1062,95,0,0.0263009
128,1062,96,0,0.0456217
128,1062,97,0,0.023821
128,1062,98,0,0.038664
128,1062,99,0,0.0580177
128,1062,100,0,0.0381756
128,1062,101,0,0.0277348
128,1062,102,0,0.0271573
128,1062,103,0,0.0378365
128,1062,104,0,0.0271813
128,1062,105,0,0.0481794
128,1062,106,0,0.0547004
128,1062,107,0,0.0636654
128,1062,108,0,0.0526502
128,1062,109,1,7.16728
128,1062,110,0,0.0269576
128,1062,111,0,0.0549447
128,1062,112,0,0.0379529
128,1062,113,0,0.0327414
128,1062,114,0,0.0390427
128,1062,115,0,0.038499
128,1062,116,0,0.0374451
128,1062,117,0,0.0738153
128,1062,118,0,0.0257852
128,1062,119,0,0.0379228
128,1062,120,0,0.0410762
128,1062,121,0,0.0380557
128,1062,122,0,0.0453775
128,1062,123,0,0.027191
128,1062,124,0,0.0377996
128,1062,125,0,0.0387681
128,1062,126,0,0.0496811
128,1062,127,0,0.0385255
128,1062,128,0,0.039254
128,1062,129,0,0.0553184
128,1062,130,0,0.027133
128,1062,131,0,0.0534188
128,1062,132,0,0.0388056
128,1062,133,0,0.025361
128,1062,134,0,0.135583
128,1062,135,0,0.0350049
128,1062,136,0,0.0522683
128,1062,137,0,0.0503367
128,1062,138,0,0.0385745
128,1062,139,0,0.0536872
128,1062,140,0,0.0305818
128,1062,141,0,0.0270909
128,1062,142,0,0.0256295
128,1062,143,0,0.0427161
128,1062,144,0,0.0547399
128,1062,145,0,0.0757909
128,1062,146,0,0.0617341
128,1062,147,0,0.0393417
128,1062,148,0,0.0253414
128,1062,149,0,0.0266322
128,1062,150,0,0.0591901
128,1062,151,0,0.040362
128,1062,152,0,0.038441
128,1062,153,0,0.0250247
128,1062,154,0,0.0568291
128,1062,155,0,0.0444553
128,1062,156,0,0.0285587
128,1062,157,0,0.0269086
128,1062,158,0,0.048164
128,1062,159,0,0.0567361
128,1062,160,0,0.0488964
128,1062,161,0,0.0376115
128,1062,162,0,0.0263419
128,1062,163,0,0.0251291
128,1062,164,0,0.184662
128,1062,165,0,0.050622
128,1062,166,0,0.0356124
128,1062,167,0,0.0327193
128,1062,168,0,0.025608
128,1062,169,0,0.0392284
128,1062,170,0,0.0579361
128,1062,171,0,0.0419108
128,1062,172,0,0.0452663
128,1062,173,0,0.0390695
128,1062,174,0,0.0388663
128,1062,175,0,0.0540283
128,1062,176,0,0.0751817
128,1062,177,0,0.0349592
128,1062,178,0,0.0373727
128,1062,179,0,0.0274347
128,1062,180,0,0.0235524
128,1062,181,0,0.0250872
128,1062,182,0,0.0283353
128,1062,183,0,0.039432
128,1062,184,0,0.050879
128,1062,185,0,0.0401847
128,1062,186,0,0.0672661
128,1062,187,0,0.0293969
128,1062,188,0,0.0246273
128,1062,189,8,0.025365
128,1062,190,0,0.0301508
128,1062,191,0,0.0257225
128,1062,192,0,0.0250311
128,1062,193,0,0.0436764
128,1062,194,0,0.0440658
128,1062,195,0,0.0374289
128,1062,196,0,0.0500576
128,1062,197,0,0.0386369
128,1062,198,0,0.028219
128,1062,199,0,0.0468137
128,1062,200,0,0.0398135
128,1075,1,0,0.0355911
128,1075,2,0,0.0461856
128,1075,3,0,0.0443673
128,1075,4,0,0.0241283
128,1075,5,0,0.0415231
128,1075,6,0,0.0293722
128,1075,7,0,0.0635627
128,1075,8,0,0.0256619
128,1075,9,0,0.0380871
128,1075,10,0,0.0405406
128,1075,11,0,0.0240253
128,1075,12,0,0.0369702
128,1075,13,0,0.0282049
128,1075,14,0,0.0300199
128,1075,15,0,0.0311351
128,1075,16,0,0.0466657
128,1075,17,0,0.0397363
128,1075,18,0,0.0235982
128,1075,19,0,0.0262478
128,1075,20,0,0.0507711
128,1075,21,0,0.023564
128,1075,22,0,0.0438047
128,1075,23,1,9.96183
128,1075,24,0,0.0392964
128,1075,25,0,0.0407458
128,1075,26,0,0.0533673
128,1075,27,0,0.05465
128,1075,28,0,0.0388603
128,1075,29,0,0.0586442
128,1075,30,0,0.0336435
128,1075,31,0,0.0411926
128,1075,32,0,0.0539127
128,1075,33,0,0.0264734
128,1075,34,0,0.0750235
128,1075,35,0,0.0526009
128,1075,36,0,0.0309437
128,1075,37,0,0.0718406
128,1075,38,0,0.0510534
128,1075,39,0,0.0550869
128,1075,40,0,0.0421836
128,1075,41,0,0.0417156
128,1075,42,0,0.0534038
128,1075,43,0,0.036726
128,1075,44,0,0.0329729
128,1075,45,0,0.0360262
128,1075,46,0,0.0448654
128,1075,47,0,0.0258957
128,1075,48,0,0.0245465
128,1075,49,0,0.0265116
128,1075,50,0,0.0815607
128,1075,51,0,0.0556993
128,1075,52,0,0.0537758
128,1075,53,0,0.0479916
128,1075,54,0,0.0699381
128,1075,55,0,0.0551521
128,1075,56,0,0.0312593
128,1075,57,0,0.0391382
128,1075,58,0,0.0273594
128,1075,59,0,0.0275467
128,1075,60,0,0.0371031
128,1075,61,0,0.0378014
128,1075,62,0,0.0521268
128,1075,63,0,0.0259434
128,1075,64,0,0.0409227
128,1075,65,0,0.0416224
128,1075,66,0,0.053517
128,1075,67,0,0.0260538
128,1075,68,0,0.0415403
128,1075,69,0,0.0431873
128,1075,70,0,0.0362503
128,1075,71,0,0.0662689
128,1075,72,0,0.0398442
128,1075,73,0,0.0570392
128,1075,74,0,0.042637
128,1075,75,0,0.038403
128,1075,76,0,0.0244408
128,1075,77,0,0.0254353
128,1075,78,0,0.0472145
128,1075,79,0,0.0846463
128,1075,80,0,0.0269269
128,1075,81,0,0.0270917
128,1075,82,0,0.0537734
128,1075,83,0,0.0260349
128,1075,84,0,0.0568847
128,1075,85,0,0.0414876
128,1075,86,22,0.0802083
128,1075,87,0,0.0516789
128,1075,88,0,0.0287372
128,1075,89,0,0.026403
128,1075,90,0,0.0245668
128,1075,91,0,0.0704124
128,1075,92,0,0.0508208
128,1075,93,0,0.0455929
128,1075,94,0,0.0715774
128,1075,95,0,0.0397712
128,1075,96,0,0.0450918
128,1075,97,0,0.0496236
128,1075,98,0,0.0285052
128,1075,99,0,0.036843
128,1075,100,0,0.0372628
128,1075,101,0,0.0555338
128,1075,102,0,0.0734822
128,1075,103,0,0.0383271
128,1075,104,0,0.0340215
128,1075,105,0,0.0256836
128,1075,106,1,8.28017
128,1075,107,0,0.0277085
128,1075,108,0,0.0514687
128,1075,109,0,0.0456139
128,1075,110,0,0.0304872
128,1075,111,0,0.0267765
128,1075,112,0,0.0260369
128,1075,113,83,0.154216
128,1075,114,0,0.0512579
128,1075,115,0,0.049562
128,1075,116,0,0.0550665
128,1075,117,0,0.054644
128,1075,118,0,0.035883
128,1075,119,0,0.0384271
128,1075,120,0,0.0409412
128,1075,121,0,0.0419388
128,1075,122,0,0.0454443
128,1075,123,0,0.0307787
128,1075,124,0,0.0548555
128,1075,125,0,0.0362545
128,1075,126,0,0.0568052
128,1075,127,0,0.0563643
128,1075,128,0,0.0534989
128,1075,129,0,0.0392687
128,1075,130,0,0.0404565
128,1075,131,0,0.0420028
128,1075,132,0,0.0446248
128,1075,133,0,0.0711716
128,1075,134,0,0.0533274
128,1075,135,0,0.0253576
128,1075,136,0,0.0294692
128,1075,137,0,0.0300376
128,1075,138,0,0.0429579
128,1075,139,0,0.0244061
128,1075,140,40,0.154628
128,1075,141,0,0.0259757
128,1075,142,0,0.0257987
128,1075,143,0,0.0398408
128,1075,144,0,0.0617799
128,1075,145,0,0.0235019
128,1075,146,0,0.0399261
128,1075,147,0,0.0506966
128,1075,148,0,0.0408538
128,1075,149,0,0.072339
128,1075,150,0,0.0448963
128,1075,151,1,9.5985
128,1075,152,0,0.0443892
128,1075,153,0,0.0588353
128,1075,154,0,0.0582582
128,1075,155,0,0.0395473
128,1075,156,0,0.0282312
128,1075,157,0,0.0467407
128,1075,158,0,0.0276273
128,1075,159,0,0.0578316
128,1075,160,0,0.0426183
128,1075,161,0,0.0279604
128,1075,162,0,0.039075
128,1075,163,0,0.0540109
128,1075,164,19,0.0566456
128,1075,165,0,0.0432251
128,1075,166,0,0.0518153
128,1075,167,0,0.0412656
128,1075,168,0,0.0273055
128,1075,169,0,0.0612001
128,1075,170,0,0.0548848
128,1075,171,0,0.0414579
128,1075,172,0,0.056343
128,1075,173,0,0.0402466
128,1075,174,0,0.0736379
128,1075,175,0,0.0554091
128,1075,176,0,0.0297053
128,1075,177,0,0.0422007
128,1075,178,0,0.0400876
128,1075,179,0,0.0331563
128,1075,180,0,0.0577602
128,1075,181,0,0.0613273
128,1075,182,0,0.0235314
128,1075,183,0,0.0428989
128,1075,184,0,0.0412043
128,1075,185,0,0.0391095
128,1075,186,0,0.0449619
128,1075,187,0,0.0430634
128,1075,188,0,0.051916
128,1075,189,0,0.0687842
128,1075,190,0,0.0538773
128,1075,191,0,0.0257335
128,1075,192,0,0.0661585
128,1075,193,0,0.0271694
128,1075,194,0,0.0439729
128,1075,195,0,0.0503655
128,1075,196,0,0.0591041
128,1075,197,0,0.0300959
128,1075,198,0,0.0592915
128,1075,199,0,0.0490308
128,1075,200,0,0.0583683
128,1088,1,0,0.0346369
128,1088,2,0,0.075394
128,1088,3,0,0.0338077
128,1088,4,0,0.033563
128,1088,5,0,0.0665737
128,1088,6,0,0.0541495
128,1088,7,0,0.116911
128,1088,8,0,0.0445151
128,1088,9,0,0.0302893
128,1088,10,0,0.0491123
128,1088,11,0,0.0844217
128,1088,12,1,10.7062
128,1088,13,0,0.0773682
128,1088,14,0,0.0790438
128,1088,15,0,0.0431906
128,1088,16,0,0.0325921
128,1088,17,0,0.0532496
128,1088,18,0,0.0609482
128,1088,19,29,0.0431018
128,1088,20,0,0.0476467
128,1088,21,0,0.0375724
128,1088,22,0,0.0448767
128,1088,23,0,0.0278158
128,1088,24,0,0.0441563
128,1088,25,0,0.0546077
128,1088,26,0,0.0411983
128,1088,27,0,0.0537026
128,1088,28,0,0.0284746
128,1088,29,0,0.028085
128,1088,30,0,0.025181
128,1088,31,0,0.0516315
128,1088,32,0,0.0727907
128,1088,33,0,0.0259611
128,1088,34,0,0.025715
128,1088,35,0,0.05289
128,1088,36,0,0.0789147
128,1088,37,0,0.0706904
128,1088,38,0,0.0401459
128,1088,39,0,0.0636558
128,1088,40,0,0.043213
128,1088,41,0,0.128737
128,1088,42,0,0.0292623
128,1088,43,0,0.0352445
128,1088,44,0,0.0671026
128,1088,45,46,0.0623061
128,1088,46,0,0.0411022
128,1088,47,0,0.034873
128,1088,48,0,0.0467506
128,1088,49,0,0.0888057
128,1088,50,0,0.0442411
128,1088,51,0,0.0653125
128,1088,52,0,0.0380263
128,1088,53,0,0.0514681
128,1088,54,1,0.0567414
128,1088,55,0,0.0469464
128,1088,56,0,0.0283594
128,1088,57,0,0.0568947
128,1088,58,1,8.98624
128,1088,59,0,0.0309149
128,1088,60,0,0.0419085
128,1088,61,0,0.0438609
128,1088,62,0,0.0727709
128,1088,63,0,0.0436142
128,1088,64,0,0.0327339
128,1088,65,0,0.0490401
128,1088,66,0,0.0562079
128,1088,67,0,0.0420432
128,1088,68,0,0.0356402
128,1088,69,0,0.0657849
128,1088,70,0,0.0408846
128,1088,71,0,0.0321282
128,1088,72,0,0.103737
128,1088,73,0,0.0372568
128,1088,74,0,0.0236041
128,1088,75,0,0.0314673
128,1088,76,91,0.0930028
128,1088,77,0,0.0315776
128,1088,78,0,0.0923531
128,1088,79,0,0.0541217
128,1088,80,0,0.0310199
128,1088,81,0,0.0430583
128,1088,82,0,0.0428613
128,1088,83,0,0.0746313
128,1088,84,0,0.0602561
128,1088,85,6,0.107808
128,1088,86,0,0.027305
128,1088,87,37,0.154813
128,1088,88,0,0.0359569
128,1088,89,0,0.070199
128,1088,90,0,0.0564382
128,1088,91,0,0.0386591
128,1088,92,0,0.0478114
128,1088,93,0,0.0452296
128,1088,94,0,0.058764
128,1088,95,0,0.040191
128,1088,96,0,0.0619483
128,1088,97,0,0.0410733
128,1088,98,0,0.0270424
128,1088,99,0,0.0453104
128,1088,100,0,0.0320514
128,1088,101,0,0.0318502
128,1088,102,0,0.0281415
128,1088,103,0,0.0326996
128,1088,104,0,0.0623028
128,1088,105,0,0.0506913
128,1088,106,0,0.0299663
128,1088,107,0,0.0259837
128,1088,108,0,0.0583364
128,1088,109,0,0.025982
128,1088,110,0,0.0391045
128,1088,111,0,0.0454887
128,1088,112,0,0.0235008
128,1088,113,0,0.0407469
128,1088,114,0,0.0367701
128,1088,115,0,0.0498923
128,1088,116,0,0.0301919
128,1088,117,0,0.0698379
128,1088,118,0,0.0576217
128,1088,119,0,0.0367501
128,1088,120,0,0.0369567
128,1088,121,0,0.0510159
128,1088,122,0,0.0272611
128,1088,123,0,0.0250857
128,1088,124,0,0.0431411
128,1088,125,0,0.045629
128,1088,126,0,0.0433067
128,1088,127,0,0.0524603
128,1088,128,0,0.0584867
128,1088,129,0,0.170815
128,1088,130,0,0.0628056
128,1088,131,0,0.0553741
128,1088,132,0,0.0283443
128,1088,133,0,0.034187
128,1088,134,0,0.0315843
128,1088,135,0,0.0391578
128,1088,136,0,0.027836
128,1088,137,0,0.07391
128,1088,138,0,0.0382778
128,1088,139,0,0.05704
128,1088,140,0,0.0420625
128,1088,141,0,0.0570607
128,1088,142,0,0.0796569
128,1088,143,0,0.0448163
128,1088,144,0,0.0284982
128,1088,145,0,0.0341345
128,1088,146,0,0.025833
128,1088,147,0,0.0437152
128,1088,148,0,0.0283656
128,1088,149,0,0.0501266
128,1088,150,0,0.0578639
128,1088,151,1,7.88962
128,1088,152,0,0.0616876
128,1088,153,0,0.0552352
128,1088,154,0,0.0839274
128,1088,155,0,0.0624424
128,1088,156,0,0.0602102
128,1088,157,0,0.0565972
128,1088,158,0,0.0383303
128,1088,159,0,0.0868727
128,1088,160,0,0.0270457
128,1088,161,0,0.045065
128,1088,162,0,0.0534982
128,1088,163,0,0.0461477
128,1088,164,0,0.0385644
128,1088,165,0,0.0349176
128,1088,166,0,0.0394713
128,1088,167,0,0.0282606
128,1088,168,0,0.0661589
128,1088,169,0,0.0328409
128,1088,170,0,0.0281328
128,1088,171,0,0.0416649
128,1088,172,46,0.0844587
128,1088,173,0,0.0414489
128,1088,174,0,0.0676706
128,1088,175,44,0.0813832
128,1088,176,0,0.0846213
128,1088,177,0,0.0279852
128,1088,178,0,0.059138
128,1088,179,0,0.0378257
128,1088,180,0,0.0423532
128,1088,181,0,0.057412
128,1088,182,0,0.0277488
128,1088,183,0,0.0816089
128,1088,184,100,0.275549
128,1088,185,0,0.0700863
128,1088,186,0,0.0261217
128,1088,187,0,0.0341418
128,1088,188,0,0.0584125
128,1088,189,0,0.0649283
128,1088,190,0,0.0425735
128,1088,191,0,0.0481138
128,1088,192,0,0.0258301
128,1088,193,0,0.0348822
128,1088,194,0,0.0403539
128,1088,195,0,0.0556994
128,1088,196,0,0.0453555
128,1088,197,0,0.02728
128,1088,198,0,0.0513541
128,1088,199,0,0.0543385
128,1088,200,0,0.0890012
128,1101,1,0,0.0652106
128,1101,2,0,0.0467897
128,1101,3,0,0.0438181
128,1101,4,0,0.0597349
128,1101,5,0,0.0282093
128,1101,6,0,0.0624464
128,1101,7,24,0.0391198
128,1101,8,0,0.0399739
128,1101,9,0,0.0441167
128,1101,10,0,0.0238367
128,1101,11,0,0.0545944
128,1101,12,0,0.0292013
128,1101,13,0,0.0722552
128,1101,14,0,0.0448306
128,1101,15,0,0.0386874
128,1101,16,0,0.0528506
128,1101,17,0,0.0561437
128,1101,18,0,0.0320839
128,1101,19,0,0.0500644
128,1101,20,0,0.0502944
128,1101,21,0,0.0480889
128,1101,22,73,0.073522
128,1101,23,0,0.0549022
128,1101,24,0,0.0886312
128,1101,25,0,0.047228
128,1101,26,0,0.0566417
128,1101,27,0,0.0475014
128,1101,28,0,0.0793484
128,1101,29,0,0.0316648
128,1101,30,0,0.0597511
128,1101,31,0,0.0370951
128,1101,32,0,0.0336144
128,1101,33,0,0.0407122
128,1101,34,0,0.0390636
128,1101,35,0,0.13129
128,1101,36,0,0.0342357
128,1101,37,0,0.0392653
128,1101,38,0,0.0306132
128,1101,39,0,0.0281856
128,1101,40,0,0.0246657
128,1101,41,0,0.0413702
128,1101,42,58,0.0757281
