algo,N,M,count,E_mean,E_err,ProbSolv,ProbSolv_err
rPI-GNN_ntrials=5,128,685,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,128,710,400,0.0075,0.004319260936502214,0.9925,0.0043192609365022136
rPI-GNN_ntrials=5,128,736,400,0.0825,0.013773476199440044,0.9175,0.013773476199440044
rPI-GNN_ntrials=5,128,762,400,0.565,0.03068862948959883,0.4925,0.02502849253543831
rPI-GNN_ntrials=5,128,787,400,1.5075,0.05202524329447796,0.12,0.016268425066223786
rPI-GNN_ntrials=5,128,813,400,2.92,0.06870809271848935,0.015,0.006085234193354429
rPI-GNN_ntrials=5,128,838,400,4.3375,0.06723306543449656,0.0,0.0
rPI-GNN_ntrials=5,128,864,400,5.7025,0.06677298070612808,0.0,0.0
rPI-GNN_ntrials=5,256,1267,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,256,1318,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,256,1370,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,256,1421,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,256,1472,400,0.0175,0.006564457728034959,0.9825,0.006564457728034957
rPI-GNN_ntrials=5,256,1523,400,0.2825,0.022815251790977768,0.72,0.022478059477960655
rPI-GNN_ntrials=5,256,1574,400,1.35,0.050992652672384245,0.165,0.018582269825823197
rPI-GNN_ntrials=5,256,1626,400,3.6275,0.07381042828292131,0.005,0.003531100632833622
rPI-GNN_ntrials=5,256,1677,400,5.8125,0.07637369788954382,0.0,0.0
rPI-GNN_ntrials=5,256,1728,400,8.13,0.07728312690529965,0.0,0.0
rPI-GNN_ntrials=5,512,2534,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,512,2637,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,512,2739,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,512,2842,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,512,2944,400,0.0075,0.0043192609365022136,0.9925,0.0043192609365022136
rPI-GNN_ntrials=5,512,3046,400,0.395,0.031222983309043228,0.655,0.023798180255192765
rPI-GNN_ntrials=5,512,3149,400,2.5775,0.078504086543377,0.0325,0.008877296377695385
rPI-GNN_ntrials=5,512,3251,400,5.865,0.07965739609025455,0.0,0.0
rPI-GNN_ntrials=5,512,3354,400,9.185,0.08657757614838454,0.0,0.0
rPI-GNN_ntrials=5,512,3456,400,13.2825,0.09620224297741041,0.0,0.0
rPI-GNN_ntrials=5,1024,5069,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,1024,5274,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,1024,5478,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,1024,5683,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,1024,5888,400,0.02,0.007008766440504623,0.98,0.007008766440504623
rPI-GNN_ntrials=5,1024,6093,400,0.86,0.05155234340236814,0.395,0.02447314522272795
rPI-GNN_ntrials=5,1024,6298,400,4.99,0.09642611154385866,0.005,0.003531100632833621
rPI-GNN_ntrials=5,1024,6502,400,10.0125,0.10803953316641572,0.0,0.0
rPI-GNN_ntrials=5,1024,6707,400,16.4175,0.11696017947985501,0.0,0.0
rPI-GNN_ntrials=5,1024,6912,400,24.27,0.13597416089492037,0.0,0.0
rPI-GNN_ntrials=5,2048,10138,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,2048,10547,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,2048,10957,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,2048,11366,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,2048,11776,400,0.06,0.011889212903243285,0.94,0.011889212903243285
rPI-GNN_ntrials=5,2048,12186,400,2.9325,0.12163200745731051,0.115,0.01597107347581636
rPI-GNN_ntrials=5,2048,12595,400,9.6525,0.13513887547319758,0.0025,0.0025
rPI-GNN_ntrials=5,4096,20275,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,4096,21094,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,4096,21914,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,4096,22733,400,0.0,0.0,1.0,0.0
rPI-GNN_ntrials=5,4096,23552,400,1.5775,0.08848479118287329,0.325,0.02344807092438924
rPI-GNN_ntrials=5,4096,24371,400,10.9225,0.1755513602202728,0.0,0.0
rPI-GNN_ntrials=5,4096,25190,400,26.4925,0.2583199224427475,0.0,0.0
