N,M,id,E,max_iters
32,210,28,16,10000
32,210,29,16,10000
32,210,30,20,10000
32,210,31,20,10000
32,210,32,23,10000
32,210,33,10,10000
32,210,34,19,10000
32,210,35,15,10000
32,210,36,14,10000
32,210,37,16,10000
32,210,38,19,10000
32,210,39,21,10000
32,210,40,15,10000
32,210,41,19,10000
32,210,42,16,10000
32,210,43,18,10000
32,210,44,8,10000
32,210,45,14,10000
32,210,46,16,10000
32,210,47,17,10000
32,210,48,15,10000
32,210,49,15,10000
32,210,50,16,10000
32,210,51,15,10000
32,210,52,11,10000
32,210,53,18,10000
32,210,54,20,10000
32,210,55,26,10000
32,210,56,22,10000
32,210,57,17,10000
32,210,58,17,10000
32,210,59,13,10000
32,210,60,12,10000
32,210,61,19,10000
32,210,62,15,10000
32,210,63,16,10000
32,210,64,19,10000
32,210,65,15,10000
32,210,66,11,10000
32,210,67,19,10000
32,210,68,17,10000
32,210,69,17,10000
32,210,70,17,10000
32,210,71,19,10000
32,210,72,22,10000
32,210,73,24,10000
32,210,74,19,10000
32,210,75,13,10000
32,210,76,18,10000
32,210,77,20,10000
32,210,78,18,10000
32,210,79,17,10000
32,210,80,24,10000
32,210,81,21,10000
32,210,82,7,10000
32,210,83,15,10000
32,210,84,17,10000
32,210,85,19,10000
32,210,86,15,10000
32,210,87,20,10000
32,210,88,18,10000
32,210,89,26,10000
32,210,90,11,10000
32,210,91,21,10000
32,210,92,23,10000
32,210,93,13,10000
32,210,94,16,10000
32,210,95,19,10000
32,210,96,21,10000
32,210,97,20,10000
32,210,98,14,10000
32,210,99,18,10000
32,210,100,20,10000
32,210,101,13,10000
32,210,102,18,10000
32,210,103,21,10000
32,210,104,15,10000
32,210,105,18,10000
32,210,106,15,10000
32,210,107,22,10000
32,210,108,24,10000
32,210,109,20,10000
32,210,110,19,10000
32,210,111,21,10000
32,210,112,14,10000
32,210,113,14,10000
32,210,114,25,10000
32,210,115,21,10000
32,210,116,24,10000
32,210,117,12,10000
32,210,118,19,10000
32,210,119,15,10000
32,210,120,22,10000
32,210,121,23,10000
32,210,122,18,10000
32,210,123,12,10000
32,210,124,14,10000
32,210,125,24,10000
32,210,126,17,10000
32,210,127,9,10000
32,210,128,14,10000
32,210,129,18,10000
32,210,130,18,10000
32,210,131,15,10000
32,210,132,19,10000
32,210,133,26,10000
32,210,134,17,10000
32,210,135,22,10000
32,210,136,19,10000
32,210,137,19,10000
32,210,138,14,10000
32,210,139,13,10000
32,210,140,24,10000
32,210,141,18,10000
32,210,142,6,10000
32,210,143,19,10000
32,210,144,21,10000
32,210,145,15,10000
32,210,146,18,10000
32,210,147,17,10000
32,210,148,21,10000
32,210,149,13,10000
32,210,150,15,10000
32,210,151,25,10000
32,210,152,16,10000
32,210,153,22,10000
32,210,154,18,10000
32,210,155,19,10000
32,210,156,20,10000
32,210,157,16,10000
32,210,158,18,10000
32,210,159,18,10000
32,210,160,17,10000
32,210,161,15,10000
32,210,162,20,10000
32,210,163,17,10000
32,210,164,17,10000
32,210,165,21,10000
32,210,166,21,10000
32,210,167,18,10000
32,210,168,14,10000
32,210,169,22,10000
32,210,170,14,10000
32,210,171,15,10000
32,210,172,16,10000
32,210,173,21,10000
32,210,174,15,10000
32,210,175,17,10000
32,210,176,22,10000
32,210,177,14,10000
32,210,178,19,10000
32,210,179,17,10000
32,210,180,23,10000
32,210,181,22,10000
32,210,182,15,10000
32,210,183,15,10000
32,210,184,14,10000
32,210,185,13,10000
32,210,186,15,10000
32,210,187,19,10000
32,210,188,16,10000
32,210,189,22,10000
32,210,190,20,10000
32,210,191,19,10000
32,210,192,19,10000
32,210,193,11,10000
32,210,194,18,10000
32,210,195,16,10000
32,210,196,18,10000
32,210,197,22,10000
32,210,198,13,10000
32,210,199,15,10000
32,210,200,18,10000
32,210,201,15,10000
32,210,202,18,10000
32,210,203,19,10000
32,210,204,19,10000
32,210,205,18,10000
32,210,206,21,10000
32,210,207,16,10000
32,210,208,25,10000
32,210,209,17,10000
32,210,210,23,10000
32,210,211,21,10000
32,210,212,23,10000
32,210,213,18,10000
32,210,214,14,10000
32,210,215,11,10000
32,210,216,16,10000
32,210,217,18,10000
32,210,218,20,10000
32,210,219,10,10000
32,210,220,22,10000
32,210,221,17,10000
32,210,222,20,10000
32,210,223,19,10000
32,210,224,20,10000
32,210,225,18,10000
32,210,226,21,10000
32,210,227,27,10000
32,210,228,18,10000
32,210,229,11,10000
32,210,230,13,10000
32,210,231,20,10000
32,210,232,19,10000
32,210,233,12,10000
32,210,234,21,10000
32,210,235,21,10000
32,210,236,22,10000
32,210,237,14,10000
32,210,238,20,10000
32,210,239,21,10000
32,210,240,19,10000
32,210,241,22,10000
32,210,242,22,10000
32,210,243,19,10000
32,210,244,10,10000
32,210,245,22,10000
32,210,246,11,10000
32,210,247,19,10000
32,210,248,18,10000
32,210,249,25,10000
32,210,250,12,10000
32,210,251,20,10000
32,210,252,20,10000
32,210,253,11,10000
32,210,254,13,10000
32,210,255,20,10000
32,210,256,20,10000
32,210,257,20,10000
32,210,258,19,10000
32,210,259,16,10000
32,210,260,17,10000
32,210,261,17,10000
32,210,262,17,10000
32,210,263,16,10000
32,210,264,13,10000
32,210,265,18,10000
32,210,266,13,10000
32,210,267,21,10000
32,210,268,24,10000
32,210,269,14,10000
32,210,270,22,10000
32,210,271,13,10000
32,210,272,16,10000
32,210,273,18,10000
32,210,274,16,10000
32,210,275,22,10000
32,210,276,20,10000
32,210,277,16,10000
32,210,278,15,10000
32,210,279,17,10000
32,210,280,16,10000
32,210,281,16,10000
32,210,282,22,10000
32,210,283,14,10000
32,210,284,22,10000
32,210,285,14,10000
32,210,286,22,10000
32,210,287,21,10000
32,210,288,20,10000
32,210,289,18,10000
32,210,290,15,10000
32,210,291,22,10000
32,210,292,21,10000
32,210,293,15,10000
32,210,294,20,10000
32,210,295,12,10000
32,210,296,21,10000
32,210,297,18,10000
32,210,298,19,10000
32,210,299,8,10000
32,210,300,12,10000
32,210,301,19,10000
32,210,302,15,10000
32,210,303,17,10000
32,210,304,16,10000
32,210,305,17,10000
32,210,306,15,10000
32,210,307,21,10000
32,210,308,18,10000
32,210,309,14,10000
32,210,310,15,10000
32,210,311,25,10000
32,210,312,19,10000
32,210,313,20,10000
32,210,314,15,10000
32,210,315,22,10000
32,210,316,22,10000
32,210,317,19,10000
32,210,318,21,10000
32,210,319,18,10000
32,210,320,20,10000
32,210,321,16,10000
32,210,322,18,10000
32,210,323,18,10000
32,210,324,14,10000
32,210,325,20,10000
32,210,326,21,10000
32,210,327,21,10000
32,210,328,15,10000
32,210,329,15,10000
32,210,330,20,10000
32,210,331,18,10000
32,210,332,21,10000
32,210,333,17,10000
32,210,334,22,10000
32,210,335,26,10000
32,210,336,12,10000
32,210,337,19,10000
32,210,338,26,10000
32,210,339,17,10000
32,210,340,18,10000
32,210,341,21,10000
32,210,342,18,10000
32,210,343,21,10000
32,210,344,12,10000
32,210,345,16,10000
32,210,346,19,10000
32,210,347,19,10000
32,210,348,18,10000
32,210,349,14,10000
32,210,350,19,10000
32,210,351,17,10000
32,210,352,25,10000
32,210,353,18,10000
32,210,354,19,10000
32,210,355,16,10000
32,210,356,16,10000
32,210,357,11,10000
32,210,358,12,10000
32,210,359,19,10000
32,210,360,22,10000
32,210,361,19,10000
32,210,362,18,10000
32,210,363,15,10000
32,210,364,19,10000
32,210,365,21,10000
32,210,366,14,10000
32,210,367,18,10000
32,210,368,18,10000
32,210,369,16,10000
32,210,370,19,10000
32,210,371,13,10000
32,210,372,23,10000
32,210,373,14,10000
32,210,374,13,10000
32,210,375,19,10000
32,210,376,17,10000
32,210,377,14,10000
32,210,378,22,10000
32,210,379,12,10000
32,210,380,20,10000
32,210,381,13,10000
32,210,382,15,10000
32,210,383,14,10000
32,210,384,20,10000
32,210,385,18,10000
32,210,386,10,10000
32,210,387,17,10000
32,210,388,17,10000
32,210,389,20,10000
32,210,390,22,10000
32,210,391,13,10000
32,210,392,11,10000
32,210,393,20,10000
32,210,394,17,10000
32,210,395,27,10000
32,210,396,21,10000
32,210,397,16,10000
32,210,398,15,10000
32,210,399,12,10000
32,210,400,8,10000
32,216,1,23,10000
32,216,2,23,10000
32,216,3,13,10000
32,216,4,19,10000
32,216,5,26,10000
32,216,6,18,10000
32,216,7,14,10000
32,216,8,21,10000
32,216,9,20,10000
32,216,10,19,10000
32,216,11,16,10000
32,216,12,18,10000
32,216,13,17,10000
32,216,14,19,10000
32,216,15,21,10000
32,216,16,24,10000
32,216,17,19,10000
32,216,18,15,10000
32,216,19,20,10000
32,216,20,25,10000
32,216,21,20,10000
32,216,22,20,10000
32,216,23,22,10000
32,216,24,17,10000
32,216,25,18,10000
32,216,26,15,10000
32,216,27,19,10000
32,216,28,24,10000
32,216,29,23,10000
32,216,30,21,10000
32,216,31,14,10000
32,216,32,15,10000
32,216,33,15,10000
32,216,34,15,10000
32,216,35,20,10000
32,216,36,17,10000
32,216,37,21,10000
32,216,38,14,10000
32,216,39,19,10000
32,216,40,21,10000
32,216,41,21,10000
32,216,42,12,10000
32,216,43,18,10000
32,216,44,20,10000
32,216,45,22,10000
32,216,46,24,10000
32,216,47,17,10000
32,216,48,20,10000
32,216,49,23,10000
32,216,50,25,10000
32,216,51,22,10000
32,216,52,20,10000
32,216,53,25,10000
32,216,54,18,10000
32,216,55,20,10000
32,216,56,22,10000
32,216,57,22,10000
32,216,58,15,10000
32,216,59,15,10000
32,216,60,21,10000
32,216,61,20,10000
32,216,62,17,10000
32,216,63,26,10000
32,216,64,15,10000
32,216,65,20,10000
32,216,66,21,10000
32,216,67,21,10000
32,216,68,21,10000
32,216,69,16,10000
32,216,70,19,10000
32,216,71,26,10000
32,216,72,20,10000
32,216,73,14,10000
32,216,74,22,10000
32,216,75,19,10000
32,216,76,25,10000
32,216,77,19,10000
32,216,78,16,10000
32,216,79,22,10000
32,216,80,20,10000
32,216,81,23,10000
32,216,82,18,10000
32,216,83,16,10000
32,216,84,24,10000
32,216,85,15,10000
32,216,86,21,10000
32,216,87,20,10000
32,216,88,22,10000
32,216,89,14,10000
32,216,90,20,10000
32,216,91,19,10000
32,216,92,11,10000
32,216,93,20,10000
32,216,94,25,10000
32,216,95,22,10000
32,216,96,18,10000
32,216,97,19,10000
32,216,98,26,10000
32,216,99,17,10000
32,216,100,17,10000
32,216,101,20,10000
32,216,102,12,10000
32,216,103,18,10000
32,216,104,16,10000
32,216,105,16,10000
32,216,106,21,10000
32,216,107,17,10000
32,216,108,16,10000
32,216,109,20,10000
32,216,110,22,10000
32,216,111,20,10000
32,216,112,19,10000
32,216,113,13,10000
32,216,114,24,10000
32,216,115,25,10000
32,216,116,24,10000
32,216,117,19,10000
32,216,118,23,10000
32,216,119,24,10000
32,216,120,15,10000
32,216,121,23,10000
32,216,122,14,10000
32,216,123,10,10000
32,216,124,14,10000
32,216,125,14,10000
32,216,126,12,10000
32,216,127,19,10000
32,216,128,21,10000
32,216,129,18,10000
32,216,130,19,10000
32,216,131,23,10000
32,216,132,13,10000
32,216,133,13,10000
32,216,134,19,10000
32,216,135,17,10000
32,216,136,17,10000
32,216,137,22,10000
32,216,138,16,10000
32,216,139,16,10000
32,216,140,25,10000
32,216,141,20,10000
32,216,142,27,10000
32,216,143,19,10000
32,216,144,12,10000
32,216,145,22,10000
32,216,146,23,10000
32,216,147,21,10000
32,216,148,24,10000
32,216,149,20,10000
32,216,150,17,10000
32,216,151,26,10000
32,216,152,20,10000
32,216,153,25,10000
32,216,154,22,10000
32,216,155,16,10000
32,216,156,22,10000
32,216,157,18,10000
32,216,158,25,10000
32,216,159,17,10000
32,216,160,19,10000
32,216,161,19,10000
32,216,162,20,10000
32,216,163,23,10000
32,216,164,21,10000
32,216,165,17,10000
32,216,166,25,10000
32,216,167,23,10000
32,216,168,18,10000
32,216,169,25,10000
32,216,170,24,10000
32,216,171,15,10000
32,216,172,21,10000
32,216,173,21,10000
32,216,174,20,10000
32,216,175,18,10000
32,216,176,17,10000
32,216,177,13,10000
32,216,178,16,10000
32,216,179,18,10000
32,216,180,17,10000
32,216,181,19,10000
32,216,182,20,10000
32,216,183,21,10000
32,216,184,13,10000
32,216,185,15,10000
32,216,186,18,10000
32,216,187,19,10000
32,216,188,18,10000
32,216,189,21,10000
32,216,190,20,10000
32,216,191,17,10000
32,216,192,17,10000
32,216,193,15,10000
32,216,194,18,10000
32,216,195,21,10000
32,216,196,20,10000
32,216,197,18,10000
32,216,198,21,10000
32,216,199,24,10000
32,216,200,20,10000
32,216,201,20,10000
32,216,202,25,10000
32,216,203,13,10000
32,216,204,17,10000
32,216,205,23,10000
32,216,206,18,10000
32,216,207,21,10000
32,216,208,25,10000
32,216,209,22,10000
32,216,210,22,10000
32,216,211,16,10000
32,216,212,26,10000
32,216,213,23,10000
32,216,214,20,10000
32,216,215,24,10000
32,216,216,14,10000
32,216,217,22,10000
32,216,218,17,10000
32,216,219,19,10000
32,216,220,16,10000
32,216,221,19,10000
32,216,222,18,10000
32,216,223,24,10000
32,216,224,18,10000
32,216,225,17,10000
32,216,226,26,10000
32,216,227,19,10000
32,216,228,22,10000
32,216,229,23,10000
32,216,230,23,10000
32,216,231,14,10000
32,216,232,26,10000
32,216,233,22,10000
32,216,234,20,10000
32,216,235,23,10000
32,216,236,13,10000
32,216,237,17,10000
32,216,238,17,10000
32,216,239,21,10000
32,216,240,17,10000
32,216,241,21,10000
32,216,242,21,10000
32,216,243,8,10000
32,216,244,11,10000
32,216,245,22,10000
32,216,246,20,10000
32,216,247,10,10000
32,216,248,23,10000
32,216,249,19,10000
32,216,250,21,10000
32,216,251,20,10000
32,216,252,21,10000
32,216,253,21,10000
32,216,254,21,10000
32,216,255,17,10000
32,216,256,13,10000
32,216,257,24,10000
32,216,258,15,10000
32,216,259,23,10000
32,216,260,24,10000
32,216,261,22,10000
32,216,262,23,10000
32,216,263,14,10000
32,216,264,18,10000
32,216,265,19,10000
32,216,266,19,10000
32,216,267,25,10000
32,216,268,20,10000
32,216,269,22,10000
32,216,270,26,10000
32,216,271,17,10000
32,216,272,17,10000
32,216,273,18,10000
32,216,274,21,10000
32,216,275,22,10000
32,216,276,18,10000
32,216,277,14,10000
32,216,278,23,10000
32,216,279,21,10000
32,216,280,20,10000
32,216,281,23,10000
32,216,282,15,10000
32,216,283,17,10000
32,216,284,13,10000
32,216,285,21,10000
32,216,286,14,10000
32,216,287,17,10000
32,216,288,22,10000
32,216,289,19,10000
32,216,290,20,10000
32,216,291,21,10000
32,216,292,21,10000
32,216,293,20,10000
32,216,294,12,10000
32,216,295,15,10000
32,216,296,17,10000
32,216,297,17,10000
32,216,298,14,10000
32,216,299,25,10000
32,216,300,18,10000
32,216,301,18,10000
32,216,302,25,10000
32,216,303,20,10000
32,216,304,22,10000
32,216,305,24,10000
32,216,306,18,10000
32,216,307,18,10000
32,216,308,22,10000
32,216,309,10,10000
32,216,310,19,10000
32,216,311,23,10000
32,216,312,22,10000
32,216,313,18,10000
32,216,314,17,10000
32,216,315,18,10000
32,216,316,19,10000
32,216,317,19,10000
32,216,318,20,10000
32,216,319,19,10000
32,216,320,15,10000
32,216,321,20,10000
32,216,322,22,10000
32,216,323,20,10000
32,216,324,19,10000
32,216,325,20,10000
32,216,326,18,10000
32,216,327,16,10000
32,216,328,21,10000
32,216,329,17,10000
32,216,330,21,10000
32,216,331,16,10000
32,216,332,16,10000
32,216,333,20,10000
32,216,334,15,10000
32,216,335,15,10000
32,216,336,19,10000
32,216,337,11,10000
32,216,338,16,10000
32,216,339,16,10000
32,216,340,19,10000
32,216,341,13,10000
32,216,342,23,10000
32,216,343,26,10000
32,216,344,15,10000
32,216,345,20,10000
32,216,346,24,10000
32,216,347,19,10000
32,216,348,19,10000
32,216,349,21,10000
32,216,350,18,10000
32,216,351,15,10000
32,216,352,21,10000
32,216,353,22,10000
32,216,354,22,10000
32,216,355,13,10000
32,216,356,11,10000
32,216,357,22,10000
32,216,358,19,10000
32,216,359,22,10000
32,216,360,22,10000
32,216,361,21,10000
32,216,362,19,10000
32,216,363,21,10000
32,216,364,21,10000
32,216,365,20,10000
32,216,366,20,10000
32,216,367,20,10000
32,216,368,17,10000
32,216,369,27,10000
32,216,370,19,10000
32,216,371,22,10000
32,216,372,21,10000
32,216,373,20,10000
32,216,374,25,10000
32,216,375,21,10000
32,216,376,21,10000
32,216,377,21,10000
32,216,378,22,10000
32,216,379,15,10000
32,216,380,22,10000
32,216,381,21,10000
32,216,382,15,10000
32,216,383,19,10000
32,216,384,17,10000
32,216,385,23,10000
32,216,386,18,10000
32,216,387,21,10000
32,216,388,11,10000
32,216,389,18,10000
32,216,390,16,10000
32,216,391,24,10000
32,216,392,22,10000
32,216,393,19,10000
32,216,394,21,10000
32,216,395,14,10000
32,216,396,24,10000
32,216,397,17,10000
32,216,398,24,10000
32,216,399,14,10000
32,216,400,22,10000
64,317,1,0,10000
64,317,2,0,10000
64,317,3,0,10000
64,317,4,0,10000
64,317,5,5,10000
64,317,6,0,10000
64,317,7,0,10000
64,317,8,0,10000
64,317,9,0,10000
64,317,10,11,10000
64,317,11,0,10000
64,317,12,0,10000
64,317,13,2,10000
64,317,14,0,10000
64,317,15,0,10000
64,317,16,0,10000
64,317,17,4,10000
64,317,18,0,10000
64,317,19,0,10000
64,317,20,0,10000
64,317,21,0,10000
64,317,22,0,10000
64,317,23,0,10000
64,317,24,0,10000
64,317,25,0,10000
64,317,26,0,10000
64,317,27,3,10000
64,317,28,0,10000
64,317,29,0,10000
64,317,30,0,10000
64,317,31,0,10000
64,317,32,0,10000
64,317,33,0,10000
64,317,34,9,10000
64,317,35,0,10000
64,317,36,0,10000
64,317,37,4,10000
64,317,38,0,10000
64,317,39,0,10000
64,317,40,0,10000
64,317,41,0,10000
64,317,42,3,10000
64,317,43,0,10000
64,317,44,4,10000
64,317,45,0,10000
64,317,46,7,10000
64,317,47,4,10000
64,317,48,10,10000
64,317,49,0,10000
64,317,50,0,10000
64,317,51,0,10000
64,317,52,2,10000
64,317,53,2,10000
64,317,54,0,10000
64,317,55,3,10000
64,317,56,0,10000
64,317,57,0,10000
64,317,58,0,10000
64,317,59,0,10000
64,317,60,0,10000
64,317,61,0,10000
64,317,62,0,10000
64,317,63,0,10000
64,317,64,0,10000
64,317,65,0,10000
64,317,66,3,10000
64,317,67,0,10000
64,317,68,0,10000
64,317,69,0,10000
64,317,70,0,10000
64,317,71,5,10000
64,317,72,0,10000
64,317,73,0,10000
64,317,74,0,10000
64,317,75,0,10000
64,317,76,0,10000
64,317,77,0,10000
64,317,78,0,10000
64,317,79,2,10000
64,317,80,0,10000
64,317,81,0,10000
64,317,82,0,10000
64,317,83,5,10000
64,317,84,0,10000
64,317,85,0,10000
64,317,86,0,10000
64,317,87,0,10000
64,317,88,0,10000
64,317,89,0,10000
64,317,90,0,10000
64,317,91,4,10000
64,317,92,0,10000
64,317,93,0,10000
64,317,94,0,10000
64,317,95,0,10000
64,317,96,0,10000
64,317,97,3,10000
64,317,98,0,10000
64,317,99,0,10000
64,317,100,0,10000
64,317,101,0,10000
64,317,102,0,10000
64,317,103,0,10000
64,317,104,0,10000
64,317,105,0,10000
64,317,106,0,10000
64,317,107,3,10000
64,317,108,0,10000
64,317,109,0,10000
64,317,110,5,10000
64,317,111,0,10000
64,317,112,0,10000
64,317,113,0,10000
64,317,114,3,10000
64,317,115,0,10000
64,317,116,2,10000
64,317,117,0,10000
64,317,118,5,10000
64,317,119,2,10000
64,317,120,0,10000
64,317,121,4,10000
64,317,122,4,10000
64,317,123,0,10000
64,317,124,0,10000
64,317,125,0,10000
64,317,126,0,10000
64,317,127,0,10000
64,317,128,0,10000
64,317,129,0,10000
64,317,130,4,10000
64,317,131,0,10000
64,317,132,0,10000
64,317,133,0,10000
64,317,134,0,10000
64,317,135,2,10000
64,317,136,0,10000
64,317,137,0,10000
64,317,138,0,10000
64,317,139,0,10000
64,317,140,0,10000
64,317,141,5,10000
64,317,142,9,10000
64,317,143,0,10000
64,317,144,5,10000
64,317,145,6,10000
64,317,146,0,10000
64,317,147,0,10000
64,317,148,0,10000
64,317,149,0,10000
64,317,150,0,10000
64,317,151,0,10000
64,317,152,0,10000
64,317,153,0,10000
64,317,154,0,10000
64,317,155,0,10000
64,317,156,0,10000
64,317,157,0,10000
64,317,158,0,10000
64,317,159,0,10000
64,317,160,0,10000
64,317,161,0,10000
64,317,162,2,10000
64,317,163,0,10000
64,317,164,0,10000
64,317,165,0,10000
64,317,166,0,10000
64,317,167,0,10000
64,317,168,0,10000
64,317,169,2,10000
64,317,170,10,10000
64,317,171,0,10000
64,317,172,0,10000
64,317,173,8,10000
64,317,174,11,10000
64,317,175,0,10000
64,317,176,0,10000
64,317,177,0,10000
64,317,178,0,10000
64,317,179,2,10000
64,317,180,0,10000
64,317,181,0,10000
64,317,182,0,10000
64,317,183,0,10000
64,317,184,0,10000
64,317,185,0,10000
64,317,186,0,10000
64,317,187,7,10000
64,317,188,4,10000
64,317,189,0,10000
64,317,190,6,10000
64,317,191,0,10000
64,317,192,0,10000
64,317,193,0,10000
64,317,194,0,10000
64,317,195,0,10000
64,317,196,0,10000
64,317,197,0,10000
64,317,198,0,10000
64,317,199,0,10000
64,317,200,0,10000
64,317,201,0,10000
64,317,202,2,10000
64,317,203,4,10000
64,317,204,0,10000
64,317,205,5,10000
64,317,206,0,10000
64,317,207,0,10000
64,317,208,0,10000
64,317,209,0,10000
64,317,210,0,10000
64,317,211,0,10000
64,317,212,0,10000
64,317,213,0,10000
64,317,214,0,10000
64,317,215,0,10000
64,317,216,0,10000
64,317,217,0,10000
64,317,218,2,10000
64,317,219,0,10000
64,317,220,2,10000
64,317,221,0,10000
64,317,222,0,10000
64,317,223,0,10000
64,317,224,0,10000
64,317,225,0,10000
64,317,226,0,10000
64,317,227,0,10000
64,317,228,0,10000
64,317,229,0,10000
64,317,230,0,10000
64,317,231,0,10000
64,317,232,8,10000
64,317,233,2,10000
64,317,234,4,10000
64,317,235,5,10000
64,317,236,2,10000
64,317,237,0,10000
64,317,238,0,10000
64,317,239,0,10000
64,317,240,0,10000
64,317,241,0,10000
64,317,242,9,10000
64,317,243,0,10000
64,317,244,4,10000
64,317,245,0,10000
64,317,246,0,10000
64,317,247,0,10000
64,317,248,0,10000
64,317,249,4,10000
64,317,250,0,10000
64,317,251,0,10000
64,317,252,0,10000
64,317,253,0,10000
64,317,254,0,10000
64,317,255,0,10000
64,317,256,0,10000
64,317,257,0,10000
64,317,258,0,10000
64,317,259,0,10000
64,317,260,5,10000
64,317,261,0,10000
64,317,262,3,10000
64,317,263,0,10000
64,317,264,4,10000
64,317,265,0,10000
64,317,266,3,10000
64,317,267,0,10000
64,317,268,3,10000
64,317,269,0,10000
64,317,270,0,10000
64,317,271,0,10000
64,317,272,0,10000
64,317,273,0,10000
64,317,274,0,10000
64,317,275,7,10000
64,317,276,0,10000
64,317,277,0,10000
64,317,278,2,10000
64,317,279,0,10000
64,317,280,2,10000
64,317,281,0,10000
64,317,282,0,10000
64,317,283,0,10000
64,317,284,0,10000
64,317,285,3,10000
64,317,286,0,10000
64,317,287,0,10000
64,317,288,5,10000
64,317,289,0,10000
64,317,290,0,10000
64,317,291,0,10000
64,317,292,0,10000
64,317,293,0,10000
64,317,294,0,10000
64,317,295,0,10000
64,317,296,0,10000
64,317,297,0,10000
64,317,298,5,10000
64,317,299,0,10000
64,317,300,0,10000
64,317,301,0,10000
64,317,302,0,10000
64,317,303,0,10000
64,317,304,0,10000
64,317,305,0,10000
64,317,306,0,10000
64,317,307,0,10000
64,317,308,0,10000
64,317,309,0,10000
64,317,310,0,10000
64,317,311,0,10000
64,317,312,0,10000
64,317,313,3,10000
64,317,314,0,10000
64,317,315,4,10000
64,317,316,0,10000
64,317,317,0,10000
64,317,318,0,10000
64,317,319,0,10000
64,317,320,0,10000
64,317,321,4,10000
64,317,322,0,10000
64,317,323,0,10000
64,317,324,0,10000
64,317,325,0,10000
64,317,326,0,10000
64,317,327,2,10000
64,317,328,0,10000
64,317,329,0,10000
64,317,330,2,10000
64,317,331,2,10000
64,317,332,0,10000
64,317,333,0,10000
64,317,334,0,10000
64,317,335,0,10000
64,317,336,0,10000
64,317,337,0,10000
64,317,338,0,10000
64,317,339,0,10000
64,317,340,0,10000
64,317,341,0,10000
64,317,342,0,10000
64,317,343,2,10000
64,317,344,0,10000
64,317,345,0,10000
64,317,346,2,10000
64,317,347,0,10000
64,317,348,0,10000
64,317,349,5,10000
64,317,350,6,10000
64,317,351,0,10000
64,317,352,5,10000
64,317,353,0,10000
64,317,354,0,10000
64,317,355,0,10000
64,317,356,0,10000
64,317,357,0,10000
64,317,358,0,10000
64,317,359,0,10000
64,317,360,0,10000
64,317,361,0,10000
64,317,362,4,10000
64,317,363,0,10000
64,317,364,0,10000
64,317,365,0,10000
64,317,366,4,10000
64,317,367,0,10000
64,317,368,7,10000
64,317,369,0,10000
64,317,370,0,10000
64,317,371,0,10000
64,317,372,4,10000
64,317,373,0,10000
64,317,374,7,10000
64,317,375,0,10000
64,317,376,0,10000
64,317,377,9,10000
64,317,378,0,10000
64,317,379,0,10000
64,317,380,0,10000
64,317,381,0,10000
64,317,382,0,10000
64,317,383,0,10000
64,317,384,0,10000
64,317,385,0,10000
64,317,386,0,10000
64,317,387,0,10000
64,317,388,0,10000
64,317,389,0,10000
64,317,390,0,10000
64,317,391,3,10000
64,317,392,0,10000
64,317,393,4,10000
64,317,394,0,10000
64,317,395,9,10000
64,317,396,3,10000
64,317,397,2,10000
64,317,398,0,10000
64,317,399,5,10000
64,317,400,0,10000
64,330,1,6,10000
64,330,2,0,10000
64,330,3,0,10000
64,330,4,10,10000
64,330,5,6,10000
64,330,6,0,10000
64,330,7,0,10000
64,330,8,3,10000
64,330,9,0,10000
64,330,10,0,10000
64,330,11,0,10000
64,330,12,0,10000
64,330,13,9,10000
64,330,14,6,10000
64,330,15,0,10000
64,330,16,7,10000
64,330,17,4,10000
64,330,18,8,10000
64,330,19,0,10000
64,330,20,0,10000
64,330,21,0,10000
64,330,22,0,10000
64,330,23,5,10000
64,330,24,2,10000
64,330,25,0,10000
64,330,26,0,10000
64,330,27,0,10000
64,330,28,10,10000
64,330,29,0,10000
64,330,30,0,10000
64,330,31,9,10000
64,330,32,5,10000
64,330,33,4,10000
64,330,34,2,10000
64,330,35,0,10000
64,330,36,0,10000
64,330,37,2,10000
64,330,38,0,10000
64,330,39,3,10000
64,330,40,6,10000
64,330,41,0,10000
64,330,42,0,10000
64,330,43,0,10000
64,330,44,16,10000
64,330,45,2,10000
64,330,46,0,10000
64,330,47,0,10000
64,330,48,0,10000
64,330,49,6,10000
64,330,50,3,10000
64,330,51,8,10000
64,330,52,0,10000
64,330,53,0,10000
64,330,54,0,10000
64,330,55,0,10000
64,330,56,2,10000
64,330,57,5,10000
64,330,58,0,10000
64,330,59,0,10000
64,330,60,0,10000
64,330,61,11,10000
64,330,62,0,10000
64,330,63,0,10000
64,330,64,4,10000
64,330,65,0,10000
64,330,66,3,10000
64,330,67,12,10000
64,330,68,5,10000
64,330,69,0,10000
64,330,70,0,10000
64,330,71,0,10000
64,330,72,10,10000
64,330,73,0,10000
64,330,74,0,10000
64,330,75,0,10000
64,330,76,3,10000
64,330,77,0,10000
64,330,78,0,10000
64,330,79,0,10000
64,330,80,0,10000
64,330,81,0,10000
64,330,82,0,10000
64,330,83,3,10000
64,330,84,5,10000
64,330,85,10,10000
64,330,86,4,10000
64,330,87,0,10000
64,330,88,2,10000
64,330,89,0,10000
64,330,90,2,10000
64,330,91,0,10000
64,330,92,0,10000
64,330,93,0,10000
64,330,94,0,10000
64,330,95,0,10000
64,330,96,2,10000
64,330,97,0,10000
64,330,98,0,10000
