N,M,id,E,maxIter,eta,runtime(s)
128,634,362,0,80000,0.25,0.002041
128,634,363,0,80000,0.25,0.002173
128,634,364,0,80000,0.25,0.002043
128,634,365,0,80000,0.25,0.001654
128,634,366,0,80000,0.25,0.001197
128,634,367,0,80000,0.25,0.002243
128,634,368,0,80000,0.25,0.001526
128,634,369,0,80000,0.25,0.003027
128,634,370,0,80000,0.25,0.001603
128,634,371,0,80000,0.25,0.001482
128,634,372,0,80000,0.25,0.001561
128,634,373,0,80000,0.25,0.002689
128,634,374,0,80000,0.25,0.001675
128,634,375,0,80000,0.25,0.001299
128,634,376,0,80000,0.25,0.00215
128,634,377,0,80000,0.25,0.001074
128,634,378,0,80000,0.25,0.001842
128,634,379,0,80000,0.25,0.001313
128,634,380,0,80000,0.25,0.00198
128,634,381,0,80000,0.25,0.001642
128,634,382,0,80000,0.25,0.001304
128,634,383,0,80000,0.25,0.002736
128,634,384,0,80000,0.25,0.001356
128,634,385,0,80000,0.25,0.002415
128,634,386,0,80000,0.25,0.00172
128,634,387,0,80000,0.25,0.001734
128,634,388,0,80000,0.25,0.000925
128,634,389,0,80000,0.25,0.001227
128,634,390,0,80000,0.25,0.002145
128,634,391,0,80000,0.25,0.001765
128,634,392,0,80000,0.25,0.001505
128,634,393,0,80000,0.25,0.001677
128,634,394,0,80000,0.25,0.002088
128,634,395,0,80000,0.25,0.002504
128,634,396,0,80000,0.25,0.001978
128,634,397,0,80000,0.25,0.001362
128,634,398,0,80000,0.25,0.001706
128,634,399,0,80000,0.25,0.002391
128,634,400,0,80000,0.25,0.00147
128,659,1,0,80000,0.25,0.001477
128,659,2,0,80000,0.25,0.001976
128,659,3,0,80000,0.25,0.002633
128,659,4,0,80000,0.25,0.001524
128,659,5,0,80000,0.25,0.002594
128,659,6,0,80000,0.25,0.001752
128,659,7,0,80000,0.25,0.001783
128,659,8,0,80000,0.25,0.001989
128,659,9,0,80000,0.25,0.001494
128,659,10,0,80000,0.25,0.001576
128,659,11,0,80000,0.25,0.002036
128,659,12,0,80000,0.25,0.002043
128,659,13,0,80000,0.25,0.001415
128,659,14,0,80000,0.25,0.006148
128,659,15,0,80000,0.25,0.001874
128,659,16,0,80000,0.25,0.001348
128,659,17,0,80000,0.25,0.001604
128,659,18,0,80000,0.25,0.001666
128,659,19,0,80000,0.25,0.001974
128,659,20,0,80000,0.25,0.001707
128,659,21,0,80000,0.25,0.003437
128,659,22,0,80000,0.25,0.003809
128,659,23,0,80000,0.25,0.002582
128,659,24,0,80000,0.25,0.001355
128,659,25,0,80000,0.25,0.002476
128,659,26,0,80000,0.25,0.003005
128,659,27,0,80000,0.25,0.005698
128,659,28,0,80000,0.25,0.002676
128,659,29,0,80000,0.25,0.001895
128,659,30,0,80000,0.25,0.001924
128,659,31,0,80000,0.25,0.003132
128,659,32,0,80000,0.25,0.00232
128,659,33,0,80000,0.25,0.001527
128,659,34,0,80000,0.25,0.001703
128,659,35,0,80000,0.25,0.002278
128,659,36,0,80000,0.25,0.003994
128,659,37,0,80000,0.25,0.00181
128,659,38,0,80000,0.25,0.001644
128,659,39,0,80000,0.25,0.003487
128,659,40,0,80000,0.25,0.003394
128,659,41,0,80000,0.25,0.002539
128,659,42,0,80000,0.25,0.003151
128,659,43,0,80000,0.25,0.00251
128,659,44,0,80000,0.25,0.001394
128,659,45,0,80000,0.25,0.001926
128,659,46,0,80000,0.25,0.001759
128,659,47,0,80000,0.25,0.005108
128,659,48,0,80000,0.25,0.002774
128,659,49,0,80000,0.25,0.00121
128,659,50,0,80000,0.25,0.002412
128,659,51,0,80000,0.25,0.001861
128,659,52,0,80000,0.25,0.001421
128,659,53,0,80000,0.25,0.001701
128,659,54,0,80000,0.25,0.001865
128,659,55,0,80000,0.25,0.002597
128,659,56,0,80000,0.25,0.001661
128,659,57,0,80000,0.25,0.00236
128,659,58,0,80000,0.25,0.001761
128,659,59,0,80000,0.25,0.00419
128,659,60,0,80000,0.25,0.003287
128,659,61,0,80000,0.25,0.001898
128,659,62,0,80000,0.25,0.003138
128,659,63,0,80000,0.25,0.003001
128,659,64,0,80000,0.25,0.002305
128,659,65,0,80000,0.25,0.002947
128,659,66,0,80000,0.25,0.001313
128,659,67,0,80000,0.25,0.001727
128,659,68,0,80000,0.25,0.002023
128,659,69,0,80000,0.25,0.001516
128,659,70,0,80000,0.25,0.001992
128,659,71,0,80000,0.25,0.002328
128,659,72,0,80000,0.25,0.002217
128,659,73,0,80000,0.25,0.001544
128,659,74,0,80000,0.25,0.002309
128,659,75,0,80000,0.25,0.001518
128,659,76,0,80000,0.25,0.007206
128,659,77,0,80000,0.25,0.001865
128,659,78,0,80000,0.25,0.001595
128,659,79,0,80000,0.25,0.001951
128,659,80,0,80000,0.25,0.002383
128,659,81,0,80000,0.25,0.001609
128,659,82,0,80000,0.25,0.002794
128,659,83,0,80000,0.25,0.002559
128,659,84,0,80000,0.25,0.001627
128,659,85,0,80000,0.25,0.004609
128,659,86,0,80000,0.25,0.001862
128,659,87,0,80000,0.25,0.001168
128,659,88,0,80000,0.25,0.003481
128,659,89,0,80000,0.25,0.002566
128,659,90,0,80000,0.25,0.005063
128,659,91,0,80000,0.25,0.001681
128,659,92,0,80000,0.25,0.002154
128,659,93,0,80000,0.25,0.00124
128,659,94,0,80000,0.25,0.003071
128,659,95,0,80000,0.25,0.002501
128,659,96,0,80000,0.25,0.002136
128,659,97,0,80000,0.25,0.002634
128,659,98,0,80000,0.25,0.003705
128,659,99,0,80000,0.25,0.001163
128,659,100,0,80000,0.25,0.001591
128,659,101,0,80000,0.25,0.001973
128,659,102,0,80000,0.25,0.001705
128,659,103,0,80000,0.25,0.001848
128,659,104,0,80000,0.25,0.003116
128,659,105,0,80000,0.25,0.001143
128,659,106,0,80000,0.25,0.003155
128,659,107,0,80000,0.25,0.001654
128,659,108,0,80000,0.25,0.001813
128,659,109,0,80000,0.25,0.002799
128,659,110,0,80000,0.25,0.002217
128,659,111,0,80000,0.25,0.001845
128,659,112,0,80000,0.25,0.002113
128,659,113,0,80000,0.25,0.001543
128,659,114,0,80000,0.25,0.001563
128,659,115,0,80000,0.25,0.002003
128,659,116,0,80000,0.25,0.002184
128,659,117,0,80000,0.25,0.002047
128,659,118,0,80000,0.25,0.002567
128,659,119,0,80000,0.25,0.001827
128,659,120,0,80000,0.25,0.00346
128,659,121,0,80000,0.25,0.003927
128,659,122,0,80000,0.25,0.004574
128,659,123,0,80000,0.25,0.001487
128,659,124,0,80000,0.25,0.003143
128,659,125,0,80000,0.25,0.002327
128,659,126,0,80000,0.25,0.00233
128,659,127,0,80000,0.25,0.001821
128,659,128,0,80000,0.25,0.003246
128,659,129,0,80000,0.25,0.002148
128,659,130,0,80000,0.25,0.007141
128,659,131,0,80000,0.25,0.001605
128,659,132,0,80000,0.25,0.001522
128,659,133,0,80000,0.25,0.001835
128,659,134,0,80000,0.25,0.001494
128,659,135,0,80000,0.25,0.004314
128,659,136,0,80000,0.25,0.001601
128,659,137,0,80000,0.25,0.001532
128,659,138,0,80000,0.25,0.001015
128,659,139,0,80000,0.25,0.001294
128,659,140,0,80000,0.25,0.002074
128,659,141,0,80000,0.25,0.002822
128,659,142,0,80000,0.25,0.001644
128,659,143,0,80000,0.25,0.003448
128,659,144,0,80000,0.25,0.001654
128,659,145,0,80000,0.25,0.002354
128,659,146,0,80000,0.25,0.002139
128,659,147,0,80000,0.25,0.00176
128,659,148,0,80000,0.25,0.003544
128,659,149,0,80000,0.25,0.002077
128,659,150,0,80000,0.25,0.001667
128,659,151,0,80000,0.25,0.002141
128,659,152,0,80000,0.25,0.002937
128,659,153,0,80000,0.25,0.001512
128,659,154,0,80000,0.25,0.002037
128,659,155,0,80000,0.25,0.00168
128,659,156,0,80000,0.25,0.002476
128,659,157,0,80000,0.25,0.003323
128,659,158,0,80000,0.25,0.001419
128,659,159,0,80000,0.25,0.004366
128,659,160,0,80000,0.25,0.004428
128,659,161,0,80000,0.25,0.001534
128,659,162,0,80000,0.25,0.001562
128,659,163,0,80000,0.25,0.003299
128,659,164,0,80000,0.25,0.001792
128,659,165,0,80000,0.25,0.002285
128,659,166,0,80000,0.25,0.004743
128,659,167,0,80000,0.25,0.003071
128,659,168,0,80000,0.25,0.005135
128,659,169,0,80000,0.25,0.00127
128,659,170,0,80000,0.25,0.003153
128,659,171,0,80000,0.25,0.001693
128,659,172,0,80000,0.25,0.002356
128,659,173,0,80000,0.25,0.002089
128,659,174,0,80000,0.25,0.002104
128,659,175,0,80000,0.25,0.004065
128,659,176,0,80000,0.25,0.001597
128,659,177,0,80000,0.25,0.002582
128,659,178,0,80000,0.25,0.001737
128,659,179,0,80000,0.25,0.003027
128,659,180,0,80000,0.25,0.001511
128,659,181,0,80000,0.25,0.00289
128,659,182,0,80000,0.25,0.001458
128,659,183,0,80000,0.25,0.004493
128,659,184,0,80000,0.25,0.001679
128,659,185,0,80000,0.25,0.00292
128,659,186,0,80000,0.25,0.003181
128,659,187,0,80000,0.25,0.001783
128,659,188,0,80000,0.25,0.003135
128,659,189,0,80000,0.25,0.002311
128,659,190,0,80000,0.25,0.002143
128,659,191,0,80000,0.25,0.00258
128,659,192,0,80000,0.25,0.001652
128,659,193,0,80000,0.25,0.002355
128,659,194,0,80000,0.25,0.002235
128,659,195,0,80000,0.25,0.001503
128,659,196,0,80000,0.25,0.001714
128,659,197,0,80000,0.25,0.00185
128,659,198,0,80000,0.25,0.002018
128,659,199,0,80000,0.25,0.001872
128,659,200,0,80000,0.25,0.002877
128,659,201,0,80000,0.25,0.001657
128,659,202,0,80000,0.25,0.003392
128,659,203,0,80000,0.25,0.001381
128,659,204,0,80000,0.25,0.001684
128,659,205,0,80000,0.25,0.002147
128,659,206,0,80000,0.25,0.003177
128,659,207,0,80000,0.25,0.00157
128,659,208,0,80000,0.25,0.001642
128,659,209,0,80000,0.25,0.001425
128,659,210,0,80000,0.25,0.003207
128,659,211,0,80000,0.25,0.001911
128,659,212,0,80000,0.25,0.001818
128,659,213,0,80000,0.25,0.001619
128,659,214,0,80000,0.25,0.00189
128,659,215,0,80000,0.25,0.001836
128,659,216,0,80000,0.25,0.001825
128,659,217,0,80000,0.25,0.003483
128,659,218,0,80000,0.25,0.004413
128,659,219,0,80000,0.25,0.001574
128,659,220,0,80000,0.25,0.001484
128,659,221,0,80000,0.25,0.00237
128,659,222,0,80000,0.25,0.002507
128,659,223,0,80000,0.25,0.001931
128,659,224,0,80000,0.25,0.001456
128,659,225,0,80000,0.25,0.001727
128,659,226,0,80000,0.25,0.003979
128,659,227,0,80000,0.25,0.002029
128,659,228,0,80000,0.25,0.001845
128,659,229,0,80000,0.25,0.001455
128,659,230,0,80000,0.25,0.001731
128,659,231,0,80000,0.25,0.006166
128,659,232,0,80000,0.25,0.001238
128,659,233,0,80000,0.25,0.005504
128,659,234,0,80000,0.25,0.003573
128,659,235,0,80000,0.25,0.002367
128,659,236,0,80000,0.25,0.001648
128,659,237,0,80000,0.25,0.001396
128,659,238,0,80000,0.25,0.004673
128,659,239,0,80000,0.25,0.001777
128,659,240,0,80000,0.25,0.001966
128,659,241,0,80000,0.25,0.001261
128,659,242,0,80000,0.25,0.001961
128,659,243,0,80000,0.25,0.003236
128,659,244,0,80000,0.25,0.003856
128,659,245,0,80000,0.25,0.002669
128,659,246,0,80000,0.25,0.003008
128,659,247,0,80000,0.25,0.003498
128,659,248,0,80000,0.25,0.001695
128,659,249,0,80000,0.25,0.002307
128,659,250,0,80000,0.25,0.00196
128,659,251,0,80000,0.25,0.002044
128,659,252,0,80000,0.25,0.001781
128,659,253,0,80000,0.25,0.001624
128,659,254,0,80000,0.25,0.001709
128,659,255,0,80000,0.25,0.002388
128,659,256,0,80000,0.25,0.001775
128,659,257,0,80000,0.25,0.004917
128,659,258,0,80000,0.25,0.002079
128,659,259,0,80000,0.25,0.003257
128,659,260,0,80000,0.25,0.002195
128,659,261,0,80000,0.25,0.003231
128,659,262,0,80000,0.25,0.002183
128,659,263,0,80000,0.25,0.002357
128,659,264,0,80000,0.25,0.001718
128,659,265,0,80000,0.25,0.002233
128,659,266,0,80000,0.25,0.007435
128,659,267,0,80000,0.25,0.00302
128,659,268,0,80000,0.25,0.00135
128,659,269,0,80000,0.25,0.002425
128,659,270,0,80000,0.25,0.006367
128,659,271,0,80000,0.25,0.001735
128,659,272,0,80000,0.25,0.001462
128,659,273,0,80000,0.25,0.001867
128,659,274,0,80000,0.25,0.001867
128,659,275,0,80000,0.25,0.002335
128,659,276,0,80000,0.25,0.003247
128,659,277,0,80000,0.25,0.002521
128,659,278,0,80000,0.25,0.00258
128,659,279,0,80000,0.25,0.002733
128,659,280,0,80000,0.25,0.002219
128,659,281,0,80000,0.25,0.001766
128,659,282,0,80000,0.25,0.001566
128,659,283,0,80000,0.25,0.001544
128,659,284,0,80000,0.25,0.001565
128,659,285,0,80000,0.25,0.001904
128,659,286,0,80000,0.25,0.002814
128,659,287,0,80000,0.25,0.002009
128,659,288,0,80000,0.25,0.003159
128,659,289,0,80000,0.25,0.001574
128,659,290,0,80000,0.25,0.001043
128,659,291,0,80000,0.25,0.002094
128,659,292,0,80000,0.25,0.001632
128,659,293,0,80000,0.25,0.001382
128,659,294,0,80000,0.25,0.000878
128,659,295,0,80000,0.25,0.002666
128,659,296,0,80000,0.25,0.003436
128,659,297,0,80000,0.25,0.000733
128,659,298,0,80000,0.25,0.001073
128,659,299,0,80000,0.25,0.002439
128,659,300,0,80000,0.25,0.002315
128,659,301,0,80000,0.25,0.002228
128,659,302,0,80000,0.25,0.002
128,659,303,0,80000,0.25,0.003417
128,659,304,0,80000,0.25,0.003
128,659,305,0,80000,0.25,0.001201
128,659,306,0,80000,0.25,0.002713
128,659,307,0,80000,0.25,0.000808
128,659,308,0,80000,0.25,0.002454
128,659,309,0,80000,0.25,0.002411
128,659,310,0,80000,0.25,0.003892
128,659,311,0,80000,0.25,0.001696
128,659,312,0,80000,0.25,0.001777
128,659,313,0,80000,0.25,0.00175
128,659,314,0,80000,0.25,0.002254
128,659,315,0,80000,0.25,0.002628
128,659,316,0,80000,0.25,0.00162
128,659,317,0,80000,0.25,0.001539
128,659,318,0,80000,0.25,0.002393
128,659,319,0,80000,0.25,0.002793
128,659,320,0,80000,0.25,0.001973
128,659,321,0,80000,0.25,0.002836
128,659,322,0,80000,0.25,0.00272
128,659,323,0,80000,0.25,0.001145
128,659,324,0,80000,0.25,0.00118
128,659,325,0,80000,0.25,0.001409
128,659,326,0,80000,0.25,0.003159
128,659,327,0,80000,0.25,0.001438
128,659,328,0,80000,0.25,0.001709
128,659,329,0,80000,0.25,0.001795
128,659,330,0,80000,0.25,0.001459
128,659,331,0,80000,0.25,0.003719
128,659,332,0,80000,0.25,0.002351
128,659,333,0,80000,0.25,0.002061
128,659,334,0,80000,0.25,0.001884
128,659,335,0,80000,0.25,0.003091
128,659,336,0,80000,0.25,0.001797
128,659,337,0,80000,0.25,0.001886
128,659,338,0,80000,0.25,0.002607
128,659,339,0,80000,0.25,0.001727
128,659,340,0,80000,0.25,0.007527
128,659,341,0,80000,0.25,0.001567
128,659,342,0,80000,0.25,0.00168
128,659,343,0,80000,0.25,0.001709
128,659,344,0,80000,0.25,0.002461
128,659,345,0,80000,0.25,0.001436
128,659,346,0,80000,0.25,0.002556
128,659,347,0,80000,0.25,0.002465
128,659,348,0,80000,0.25,0.001718
128,659,349,0,80000,0.25,0.002166
128,659,350,0,80000,0.25,0.001821
128,659,351,0,80000,0.25,0.003941
128,659,352,0,80000,0.25,0.002616
128,659,353,0,80000,0.25,0.002261
128,659,354,0,80000,0.25,0.002644
128,659,355,0,80000,0.25,0.003389
128,659,356,0,80000,0.25,0.001657
128,659,357,0,80000,0.25,0.001639
128,659,358,0,80000,0.25,0.003243
128,659,359,0,80000,0.25,0.002442
128,659,360,0,80000,0.25,0.001889
128,659,361,0,80000,0.25,0.004295
128,659,362,0,80000,0.25,0.003465
128,659,363,0,80000,0.25,0.001988
128,659,364,0,80000,0.25,0.001581
128,659,365,0,80000,0.25,0.002162
128,659,366,0,80000,0.25,0.002233
128,659,367,0,80000,0.25,0.002155
128,659,368,0,80000,0.25,0.002048
128,659,369,0,80000,0.25,0.001604
128,659,370,0,80000,0.25,0.001651
128,659,371,0,80000,0.25,0.002023
128,659,372,0,80000,0.25,0.00399
128,659,373,0,80000,0.25,0.0035
128,659,374,0,80000,0.25,0.002158
128,659,375,0,80000,0.25,0.002776
128,659,376,0,80000,0.25,0.002758
128,659,377,0,80000,0.25,0.003026
128,659,378,0,80000,0.25,0.001501
128,659,379,0,80000,0.25,0.003614
128,659,380,0,80000,0.25,0.002021
128,659,381,0,80000,0.25,0.001572
128,659,382,0,80000,0.25,0.00158
128,659,383,0,80000,0.25,0.002295
128,659,384,0,80000,0.25,0.003589
128,659,385,0,80000,0.25,0.001443
128,659,386,0,80000,0.25,0.001504
128,659,387,0,80000,0.25,0.002307
128,659,388,0,80000,0.25,0.002031
128,659,389,0,80000,0.25,0.003383
128,659,390,0,80000,0.25,0.001539
128,659,391,0,80000,0.25,0.00236
128,659,392,0,80000,0.25,0.002807
128,659,393,0,80000,0.25,0.002037
128,659,394,0,80000,0.25,0.003234
128,659,395,0,80000,0.25,0.00205
128,659,396,0,80000,0.25,0.002744
128,659,397,0,80000,0.25,0.001688
128,659,398,0,80000,0.25,0.002392
128,659,399,0,80000,0.25,0.002774
128,659,400,0,80000,0.25,0.002157
128,685,1,0,80000,0.25,0.001007
128,685,2,0,80000,0.25,0.004793
128,685,3,0,80000,0.25,0.003781
128,685,4,0,80000,0.25,0.001792
128,685,5,0,80000,0.25,0.001911
128,685,6,0,80000,0.25,0.004987
128,685,7,0,80000,0.25,0.00287
128,685,8,0,80000,0.25,0.006101
128,685,9,0,80000,0.25,0.002349
128,685,10,0,80000,0.25,0.003861
128,685,11,0,80000,0.25,0.002609
128,685,12,0,80000,0.25,0.001887
128,685,13,0,80000,0.25,0.006212
128,685,14,0,80000,0.25,0.002577
128,685,15,0,80000,0.25,0.003206
128,685,16,0,80000,0.25,0.004028
128,685,17,0,80000,0.25,0.004182
128,685,18,0,80000,0.25,0.004067
128,685,19,0,80000,0.25,0.005418
128,685,20,0,80000,0.25,0.00227
128,685,21,0,80000,0.25,0.001909
128,685,22,0,80000,0.25,0.005517
128,685,23,0,80000,0.25,0.003579
128,685,24,0,80000,0.25,0.001371
128,685,25,0,80000,0.25,0.001979
128,685,26,0,80000,0.25,0.003953
128,685,27,0,80000,0.25,0.002315
128,685,28,0,80000,0.25,0.002153
128,685,29,0,80000,0.25,0.002484
128,685,30,0,80000,0.25,0.004317
128,685,31,0,80000,0.25,0.001751
128,685,32,0,80000,0.25,0.00289
128,685,33,0,80000,0.25,0.003106
128,685,34,0,80000,0.25,0.003364
128,685,35,0,80000,0.25,0.003899
128,685,36,0,80000,0.25,0.002572
128,685,37,0,80000,0.25,0.00796
128,685,38,0,80000,0.25,0.001657
128,685,39,0,80000,0.25,0.002343
128,685,40,0,80000,0.25,0.003099
128,685,41,0,80000,0.25,0.002023
128,685,42,0,80000,0.25,0.002198
128,685,43,0,80000,0.25,0.004221
128,685,44,0,80000,0.25,0.003533
128,685,45,0,80000,0.25,0.00301
128,685,46,0,80000,0.25,0.003763
128,685,47,0,80000,0.25,0.004268
128,685,48,0,80000,0.25,0.002775
128,685,49,0,80000,0.25,0.002653
128,685,50,0,80000,0.25,0.002744
128,685,51,0,80000,0.25,0.004245
128,685,52,0,80000,0.25,0.001924
128,685,53,0,80000,0.25,0.003937
128,685,54,0,80000,0.25,0.00299
128,685,55,0,80000,0.25,0.007911
128,685,56,0,80000,0.25,0.002586
128,685,57,0,80000,0.25,0.007527
128,685,58,0,80000,0.25,0.002154
128,685,59,0,80000,0.25,0.002154
128,685,60,0,80000,0.25,0.002587
128,685,61,0,80000,0.25,0.001919
128,685,62,0,80000,0.25,0.002114
128,685,63,0,80000,0.25,0.003875
128,685,64,0,80000,0.25,0.002033
128,685,65,0,80000,0.25,0.003651
128,685,66,0,80000,0.25,0.006934
128,685,67,0,80000,0.25,0.00171
128,685,68,0,80000,0.25,0.003114
128,685,69,0,80000,0.25,0.003323
128,685,70,0,80000,0.25,0.002883
128,685,71,0,80000,0.25,0.004226
128,685,72,0,80000,0.25,0.002707
128,685,73,0,80000,0.25,0.002673
128,685,74,0,80000,0.25,0.002615
128,685,75,0,80000,0.25,0.001855
128,685,76,0,80000,0.25,0.001458
128,685,77,0,80000,0.25,0.002417
128,685,78,0,80000,0.25,0.005813
128,685,79,0,80000,0.25,0.002637
128,685,80,0,80000,0.25,0.003336
128,685,81,0,80000,0.25,0.002892
128,685,82,0,80000,0.25,0.002196
128,685,83,0,80000,0.25,0.002893
128,685,84,0,80000,0.25,0.001545
128,685,85,0,80000,0.25,0.004207
128,685,86,0,80000,0.25,0.002335
128,685,87,0,80000,0.25,0.003672
128,685,88,0,80000,0.25,0.005065
128,685,89,0,80000,0.25,0.001008
128,685,90,0,80000,0.25,0.002076
128,685,91,0,80000,0.25,0.003357
128,685,92,0,80000,0.25,0.00361
128,685,93,0,80000,0.25,0.012639
128,685,94,0,80000,0.25,0.00101
128,685,95,0,80000,0.25,0.008709
128,685,96,0,80000,0.25,0.002403
128,685,97,0,80000,0.25,0.001402
128,685,98,0,80000,0.25,0.004994
128,685,99,0,80000,0.25,0.00352
128,685,100,0,80000,0.25,0.002692
128,685,101,0,80000,0.25,0.002369
128,685,102,0,80000,0.25,0.007618
128,685,103,0,80000,0.25,0.005765
128,685,104,0,80000,0.25,0.002565
128,685,105,0,80000,0.25,0.009206
128,685,106,0,80000,0.25,0.005179
128,685,107,0,80000,0.25,0.002893
128,685,108,0,80000,0.25,0.006837
128,685,109,0,80000,0.25,0.001605
128,685,110,0,80000,0.25,0.002825
128,685,111,0,80000,0.25,0.001868
128,685,112,0,80000,0.25,0.003895
128,685,113,0,80000,0.25,0.003334
128,685,114,0,80000,0.25,0.003
128,685,115,0,80000,0.25,0.003368
128,685,116,0,80000,0.25,0.004211
128,685,117,0,80000,0.25,0.002337
128,685,118,0,80000,0.25,0.006288
128,685,119,0,80000,0.25,0.003214
128,685,120,0,80000,0.25,0.002455
128,685,121,0,80000,0.25,0.004981
128,685,122,0,80000,0.25,0.006203
128,685,123,0,80000,0.25,0.00177
128,685,124,0,80000,0.25,0.00377
128,685,125,0,80000,0.25,0.004886
128,685,126,0,80000,0.25,0.00478
128,685,127,0,80000,0.25,0.004208
128,685,128,0,80000,0.25,0.004837
128,685,129,0,80000,0.25,0.002219
128,685,130,0,80000,0.25,0.005432
128,685,131,0,80000,0.25,0.00185
128,685,132,0,80000,0.25,0.003595
128,685,133,0,80000,0.25,0.003397
128,685,134,0,80000,0.25,0.009706
128,685,135,0,80000,0.25,0.001797
128,685,136,0,80000,0.25,0.002761
128,685,137,0,80000,0.25,0.005129
128,685,138,0,80000,0.25,0.004911
128,685,139,0,80000,0.25,0.00409
128,685,140,0,80000,0.25,0.006614
128,685,141,0,80000,0.25,0.001578
128,685,142,0,80000,0.25,0.001542
128,685,143,0,80000,0.25,0.004917
128,685,144,0,80000,0.25,0.006347
128,685,145,0,80000,0.25,0.003934
128,685,146,0,80000,0.25,0.002198
128,685,147,0,80000,0.25,0.006054
128,685,148,0,80000,0.25,0.00362
128,685,149,0,80000,0.25,0.003879
128,685,150,0,80000,0.25,0.001639
128,685,151,0,80000,0.25,0.002278
128,685,152,0,80000,0.25,0.003055
128,685,153,0,80000,0.25,0.005586
128,685,154,0,80000,0.25,0.007798
128,685,155,0,80000,0.25,0.004031
128,685,156,0,80000,0.25,0.004942
128,685,157,0,80000,0.25,0.001564
128,685,158,0,80000,0.25,0.00197
128,685,159,0,80000,0.25,0.00212
128,685,160,0,80000,0.25,0.005459
128,685,161,0,80000,0.25,0.004739
128,685,162,0,80000,0.25,0.002054
128,685,163,0,80000,0.25,0.002836
128,685,164,0,80000,0.25,0.002622
128,685,165,0,80000,0.25,0.002419
128,685,166,0,80000,0.25,0.002921
128,685,167,0,80000,0.25,0.001804
128,685,168,0,80000,0.25,0.003835
128,685,169,0,80000,0.25,0.001729
128,685,170,0,80000,0.25,0.002037
128,685,171,0,80000,0.25,0.001275
128,685,172,0,80000,0.25,0.004426
128,685,173,0,80000,0.25,0.004042
128,685,174,0,80000,0.25,0.010912
128,685,175,0,80000,0.25,0.007513
128,685,176,0,80000,0.25,0.002262
128,685,177,0,80000,0.25,0.006965
128,685,178,0,80000,0.25,0.002067
128,685,179,0,80000,0.25,0.001822
128,685,180,0,80000,0.25,0.001531
128,685,181,0,80000,0.25,0.004078
128,685,182,0,80000,0.25,0.002892
128,685,183,0,80000,0.25,0.004794
128,685,184,0,80000,0.25,0.003846
128,685,185,0,80000,0.25,0.005453
128,685,186,0,80000,0.25,0.005817
128,685,187,0,80000,0.25,0.0021
128,685,188,0,80000,0.25,0.001959
128,685,189,0,80000,0.25,0.001893
128,685,190,0,80000,0.25,0.002669
128,685,191,0,80000,0.25,0.00222
128,685,192,0,80000,0.25,0.001951
128,685,193,0,80000,0.25,0.003952
128,685,194,0,80000,0.25,0.002071
128,685,195,0,80000,0.25,0.002169
128,685,196,0,80000,0.25,0.002881
128,685,197,0,80000,0.25,0.001731
128,685,198,0,80000,0.25,0.003066
128,685,199,0,80000,0.25,0.001829
128,685,200,0,80000,0.25,0.00236
128,685,201,0,80000,0.25,0.001815
128,685,202,0,80000,0.25,0.005543
128,685,203,0,80000,0.25,0.007499
128,685,204,0,80000,0.25,0.007542
128,685,205,0,80000,0.25,0.002563
128,685,206,0,80000,0.25,0.002009
128,685,207,0,80000,0.25,0.004235
128,685,208,0,80000,0.25,0.003504
128,685,209,0,80000,0.25,0.002269
128,685,210,0,80000,0.25,0.002869
128,685,211,0,80000,0.25,0.0016
128,685,212,0,80000,0.25,0.001966
128,685,213,0,80000,0.25,0.002218
128,685,214,0,80000,0.25,0.002903
128,685,215,0,80000,0.25,0.003071
128,685,216,0,80000,0.25,0.001461
128,685,217,0,80000,0.25,0.002716
128,685,218,0,80000,0.25,0.002594
128,685,219,0,80000,0.25,0.003731
128,685,220,0,80000,0.25,0.001784
128,685,221,0,80000,0.25,0.002916
128,685,222,0,80000,0.25,0.002472
128,685,223,0,80000,0.25,0.001701
128,685,224,0,80000,0.25,0.004891
128,685,225,0,80000,0.25,0.002534
128,685,226,0,80000,0.25,0.00336
128,685,227,0,80000,0.25,0.003311
128,685,228,0,80000,0.25,0.002757
128,685,229,0,80000,0.25,0.00806
128,685,230,0,80000,0.25,0.002358
128,685,231,0,80000,0.25,0.002688
128,685,232,0,80000,0.25,0.007112
128,685,233,0,80000,0.25,0.002945
128,685,234,0,80000,0.25,0.005883
128,685,235,0,80000,0.25,0.002687
128,685,236,0,80000,0.25,0.002919
128,685,237,0,80000,0.25,0.00207
128,685,238,0,80000,0.25,0.0023
128,685,239,0,80000,0.25,0.002392
128,685,240,0,80000,0.25,0.0029
128,685,241,0,80000,0.25,0.003509
128,685,242,0,80000,0.25,0.001829
128,685,243,0,80000,0.25,0.002025
128,685,244,0,80000,0.25,0.002933
128,685,245,0,80000,0.25,0.002028
128,685,246,0,80000,0.25,0.003899
128,685,247,0,80000,0.25,0.002546
128,685,248,0,80000,0.25,0.002633
128,685,249,0,80000,0.25,0.002939
128,685,250,0,80000,0.25,0.00226
128,685,251,0,80000,0.25,0.002855
128,685,252,0,80000,0.25,0.003821
128,685,253,0,80000,0.25,0.001921
128,685,254,0,80000,0.25,0.004033
128,685,255,0,80000,0.25,0.002627
128,685,256,0,80000,0.25,0.001696
128,685,257,0,80000,0.25,0.002097
128,685,258,0,80000,0.25,0.002557
128,685,259,0,80000,0.25,0.001406
128,685,260,0,80000,0.25,0.001659
